primaryName,productor_score_mean,productor_score_max,productor_score_std,productor_ganador_oscar_prom,productor_nominado_oscar_prom
Aaron Inman,,,,0.0,0.0
Aaron Isaac Vasquez,,,,0.0,0.0
Aaron J. Christopher,3.0,3.0,,0.0,0.0
Aaron J. Davis,,,,0.0,0.0
Aaron J. Salgado,5.35,6.6,1.7677669529663689,0.0,0.0
Aaron J. Wiederspahn,7.1,7.1,,0.0,0.0
Aaron James,6.3,7.8,1.5,0.0,0.0
Aaron James Martin,3.1,3.1,,0.0,0.0
Aaron Janzen,,,,0.0,0.0
Aaron Jay Rome,6.5,7.7,1.6970562748477143,0.0,0.0
Aaron Justesen,4.1,4.1,,0.0,0.0
Aaron Kamp,6.7,6.7,,0.0,0.0
Aaron Kandell,6.6,6.6,,0.0,0.0
Aaron Kaplan,,,,0.0,0.0
Aaron Katter,,,,0.0,0.0
Aaron Kaufman,5.4,6.5,0.912870929175277,0.0,0.0
Aaron Keeling,6.4,6.4,,0.0,0.0
Aaron Keene,,,,0.0,0.0
Aaron Kelly,6.8,6.8,,0.0,0.0
Aaron Keteyian,6.7,6.7,,0.0,0.0
Aaron Khandros,6.8,6.8,,0.0,0.0
Aaron Kim Johnston,6.0,6.0,,0.0,0.0
Aaron Kipnis,,,,0.0,0.0
Aaron Kirk Douglas,6.766666666666666,7.1,0.2886751345948129,0.0,0.0
Aaron Kish,,,,0.0,0.0
Aaron Klass,6.4,6.4,,0.0,0.0
Aaron Knee,6.5,6.5,,0.0,0.0
Aaron Kogan,,,,0.0,0.0
Aaron Kondziela,,,,0.0,0.0
Aaron Kopp,7.4,7.4,,0.0,0.0
Aaron Kozak,,,,0.0,0.0
Aaron Kreltszheim,,,,0.0,0.0
Aaron Kremenchutsky,,,,0.0,0.0
Aaron Kunkel,7.2,7.2,,0.0,0.0
Aaron Kurmey,4.3,6.6,2.165640782770771,0.0,0.0
Aaron L. Gilbert,5.752000000000001,6.9,0.7263607918933951,0.0,0.0
Aaron L. Ginsburg,5.34,6.1,0.5366563145999496,0.0,0.0
Aaron L. Williams,5.042857142857143,7.0,1.5306394555404428,0.0,0.0
Aaron Lake,6.1,6.1,,0.0,0.0
Aaron Lam,6.2,6.2,,0.0,0.0
Aaron Land,5.0,5.0,,0.0,0.0
Aaron Landman,,,,0.0,0.0
Aaron Latham-James,6.949999999999999,7.3,0.49497474683058307,0.0,0.0
Aaron Laue,3.9000000000000004,4.2,0.4242640687119284,0.0,0.0
Aaron Leaman,6.6,6.6,,0.0,0.0
Aaron Lee Lopez,6.24,8.7,1.873914500599095,0.0,0.0
Aaron Lee Wright,,,,0.0,0.0
Aaron Leggett,,,,0.0,0.0
Aaron Levine,3.9,3.9,,0.0,0.0
Aaron Lieber,6.7,7.4,0.9899494936611668,0.0,0.0
Aaron Lim,,,,0.0,0.0
Aaron Litvin,,,,0.0,0.0
Aaron Long,,,,0.0,0.0
Aaron Longstreth,5.9,5.9,,0.0,0.0
Aaron Louis,7.9,7.9,,0.0,0.0
Aaron Lubin,6.188888888888889,6.5,0.22047927592204913,0.0,0.0
Aaron M. Weinberg,5.6,5.6,,0.0,0.0
Aaron M. Womack,7.8,7.8,,0.0,0.0
Aaron MacCarley,,,,0.0,0.0
Aaron Mack,6.2,7.9,2.4041630560342617,0.0,0.0
Aaron Magnani,4.4,4.4,,0.0,0.0
Aaron Mahome,,,,0.0,0.0
Aaron Mak,,,,0.0,0.0
Aaron Mallin,5.6,5.6,,0.0,0.0
Aaron Maloney,,,,0.0,0.0
Aaron Marciniak,5.8,5.8,,0.0,0.0
Aaron Margolis,,,,0.0,0.0
Aaron Mark,,,,0.0,0.0
Aaron Marquette,3.5,3.5,,0.0,0.0
Aaron Marsh,9.8,9.8,,0.0,0.0
Aaron Marshall,6.9,6.9,,0.0,0.0
Aaron Martinez,8.2,8.2,,0.0,0.0
Aaron Matthews,8.260000000000002,8.8,0.4277849927241494,0.0,0.0
Aaron Maurer,,,,0.0,0.0
Aaron Mayo,,,,0.0,0.0
Aaron McConkey,,,,0.0,0.0
Aaron McJames,,,,0.0,0.0
Aaron McNally,8.1,8.1,,0.0,0.0
Aaron Mento,5.9,6.5,0.8485281374238575,0.0,0.0
Aaron Meyerson,4.1,4.1,,0.0,0.0
Aaron Michael Esmonde,,,,0.0,0.0
Aaron Michael Metchik,5.8,5.8,,0.0,0.0
Aaron Michael Stahlecker,,,,0.0,0.0
Aaron Michael Thomas,5.8,5.8,,0.0,0.0
Aaron Micheal Dill,,,,0.0,0.0
Aaron Migdon,,,,0.0,0.0
Aaron Mighty,,,,0.0,0.0
Aaron Mikel,6.1,6.1,,0.0,0.0
Aaron Millar,,,,0.0,0.0
Aaron Mirtes,3.66,4.7,0.7635443667528431,0.0,0.0
Aaron Mitchell,2.5,2.5,,0.0,0.0
Aaron Moffatt,,,,0.0,0.0
Aaron Mooar,,,,0.0,0.0
Aaron Moore,4.9,4.9,,0.0,0.0
Aaron Moorhead,6.033333333333334,6.7,0.6772493386240157,0.0,0.0
Aaron Moser,,,,0.0,0.0
Aaron Mucke,,,,0.0,0.0
Aaron N. Feldman,6.2,6.2,,0.0,0.0
Aaron Neal Trout,3.3,3.3,,0.0,0.0
Aaron Nee,6.4,6.4,,0.0,0.0
Aaron Nelson,,,,0.0,0.0
Aaron Newman,7.4,7.4,,0.0,0.0
Aaron Newsom,,,,0.0,0.0
Aaron Ng,3.8,3.8,,0.0,0.0
Aaron Nichols,,,,0.0,0.0
Aaron Noonan,8.3,8.3,,0.0,0.0
Aaron Norris,6.1,6.1,,0.0,0.0
Aaron Ockman,4.92,7.3,1.8376615575235826,0.0,0.0
Aaron Ohlmann,8.5,8.5,,0.0,0.0
Aaron Olegario,6.7,6.7,,0.0,0.0
Aaron Ortiz,,,,0.0,0.0
Aaron Osborne,5.9,5.9,,0.0,0.0
Aaron Pacentine,,,,0.0,0.0
Aaron Pagniano,,,,0.0,0.0
Aaron Palermo,,,,0.0,0.0
Aaron Parpart,5.4,5.4,,0.0,0.0
Aaron Parry,,,,0.0,0.0
Aaron Pate,8.2,8.2,,0.0,0.0
Aaron Paul,5.8,5.8,,0.0,0.0
Aaron Pedersen,,,,0.0,0.0
Aaron Peer,,,,0.0,0.0
Aaron Pendergast,,,,0.0,0.0
Aaron Petersen,,,,0.0,0.0
Aaron Phifer,,,,0.0,0.0
Aaron Poole,5.6,5.6,,0.0,0.0
Aaron Pope,3.1,3.1,,0.0,0.0
Aaron Porteous,8.0,8.0,,0.0,0.0
Aaron Potter,4.3,4.3,,0.0,0.0
Aaron Pritchard,6.8,6.8,,0.0,0.0
Aaron R. Thomas,,,,0.0,0.0
Aaron R.F. Anderson,,,,0.0,0.0
Aaron Raskin,7.1,7.1,,0.0,0.0
Aaron Ray,4.4,4.4,,0.0,0.0
Aaron Ray Ballard,5.0,5.0,,0.0,0.0
Aaron Reed,6.1,6.1,,0.0,0.0
Aaron Reese,7.5,7.5,,0.0,0.0
Aaron Rench,6.5,7.8,1.8384776310850233,0.0,0.0
Aaron Rice,5.9,6.2,0.4242640687119292,0.0,0.0
Aaron Richard Golub,6.3,6.3,,0.0,0.0
Aaron Richardson,,,,0.0,0.0
Aaron Rigby,5.0,5.0,,0.0,0.0
Aaron Robertson,,,,0.0,0.0
Aaron Robson,2.7,2.7,,0.0,0.0
Aaron Rosenberg,6.107692307692308,7.0,0.7204877265454035,0.0,0.0
Aaron Rottinghaus,4.2,4.2,,0.0,0.0
Aaron Ruben,6.4,6.4,,0.0,0.0
Aaron Rushin,7.7,7.7,,0.0,0.0
Aaron Russell,4.55,4.8,0.3535533905932738,0.0,0.0
Aaron Russman,2.8,2.8,,0.0,0.0
Aaron Russo,6.066666666666666,7.8,1.1,0.0,0.0
Aaron Ryan,7.8,7.8,,0.0,0.0
Aaron Ryder,6.5687500000000005,8.5,0.9264403200782373,0.0,0.0
Aaron Saidman,7.3999999999999995,7.7,0.43588989435406705,0.0,0.0
Aaron Salles Torres,6.5,6.5,,0.0,0.0
Aaron Sandler,5.85,7.6,2.4748737341529163,0.0,0.0
Aaron Sawyer,,,,0.0,0.0
Aaron Sayers,9.0,9.0,,0.0,0.0
Aaron Scheibner,7.8,7.8,,0.0,0.0
Aaron Schillinger,,,,0.0,0.0
Aaron Schimberg,8.1,8.1,,0.0,0.0
Aaron Schnobrich,6.6,7.3,0.9899494936611658,0.0,0.0
Aaron Schwab,6.3,6.3,,0.0,0.0
Aaron Scotti,3.7,3.7,,0.0,0.0
Aaron Sears,4.6,4.6,,0.0,0.0
Aaron Seltzer,3.25,4.2,0.8384509526501837,0.0,0.0
Aaron Sharff,6.4,6.4,,0.0,0.0
Aaron Sheedy,,,,0.0,0.0
Aaron Sherry,4.050000000000001,4.9,1.2020815280171306,0.0,0.0
Aaron Shi,6.7,6.7,,0.0,0.0
Aaron Shroyer,,,,0.0,0.0
Aaron Shuster,5.8,5.8,,0.0,0.0
Aaron Simpson,3.9,3.9,,0.0,0.0
Aaron Sinclair,,,,0.0,0.0
Aaron Singfield,3.2,3.2,,0.0,0.0
Aaron Sloan,,,,0.0,0.0
Aaron Slomko,6.2,6.2,,0.0,0.0
Aaron Smargon,2.8,2.8,,0.0,0.0
Aaron Smith,6.4,7.0,0.8485281374238575,0.0,0.0
Aaron Southgate,7.6,7.6,,0.0,0.0
Aaron Sparks,5.0,5.0,,0.0,0.0
Aaron Spelling,5.8428571428571425,7.5,0.9554355775546264,0.0,0.0
Aaron St. Clair,,,,0.0,0.0
Aaron Stanford,6.5,6.5,,0.0,0.0
Aaron Stapish,,,,0.0,0.0
Aaron Steele-Nicholson,4.25,5.2,1.3435028842544405,0.0,0.0
Aaron Stell,,,,0.0,0.0
Aaron Stern,6.3,6.3,,0.0,0.0
Aaron Stevenson,4.133333333333333,4.3,0.15275252316519428,0.0,0.0
Aaron Stielstra,6.15,6.4,0.3535533905932738,0.0,0.0
Aaron Stipkovich,8.4,8.4,,0.0,0.0
Aaron Stolicker,3.75,3.8,0.0707106781186545,0.0,0.0
Aaron Strongoni,4.1,4.1,,0.0,0.0
Aaron Stuart,,,,0.0,0.0
Aaron Suclescy,,,,0.0,0.0
Aaron T. Mott,,,,0.0,0.0
Aaron T. Wells,6.7,6.7,,0.0,0.0
Aaron Taylor-Johnson,6.3,6.3,,0.0,0.0
Aaron Thomas,4.6,4.6,,0.0,0.0
Aaron Thompson,3.4,3.4,,0.0,0.0
Aaron Ticen,,,,0.0,0.0
Aaron Tomaselli,2.0,2.0,,0.0,0.0
Aaron Toronto,6.6000000000000005,7.4,0.9165151389911681,0.0,0.0
Aaron Townsend,,,,0.0,0.0
Aaron Troisi,6.4,6.4,,0.0,0.0
Aaron Trudgeon,8.0,8.0,,0.0,0.0
Aaron Truss,,,,0.0,0.0
Aaron Tsindos,,,,0.0,0.0
Aaron Tucker,4.3,4.3,,0.0,0.0
Aaron Tudisco,5.2,5.2,,0.0,0.0
Aaron Van Doren,3.8,3.8,,0.0,0.0
Aaron Vanek,5.8,5.8,,0.0,0.0
Aaron Vossler,,,,0.0,0.0
Aaron W. Peterson,4.5,4.5,,0.0,0.0
Aaron Waiton,5.2,5.2,,0.0,0.0
Aaron Walker,8.6,8.6,,0.0,0.0
Aaron Walsh,3.4,3.4,,0.0,0.0
Aaron Warren,4.566666666666666,5.5,0.950438495292217,0.0,0.0
Aaron Warwick,,,,0.0,0.0
Aaron Watson,6.0,6.0,0.0,0.0,0.0
Aaron Webb,7.5,7.5,,0.0,0.0
Aaron Webman,5.15,5.7,0.777817459305203,0.0,0.0
Aaron Wertheimer,8.4,8.4,,0.0,0.0
Aaron Wheatley,3.8,3.8,,0.0,0.0
Aaron Whitley,7.0,7.2,0.2828427124746193,0.0,0.0
Aaron Wickenden,7.65,7.8,0.2121320343559638,0.0,0.0
Aaron Wilkinson,3.1,3.1,,0.0,0.0
Aaron Wilson,4.9,4.9,,0.0,0.0
Aaron Winkler,,,,0.0,0.0
Aaron Wolf,7.2,7.2,,0.0,0.0
Aaron Woolf,6.7,7.0,0.4242640687119283,0.0,0.0
Aaron Woolfolk,6.4,6.4,,0.0,0.0
Aaron Yeger,7.5,7.5,,0.0,0.0
Aaron Young,8.166666666666666,8.8,0.5686240703077335,0.0,0.0
Aaron Youngblood,,,,0.0,0.0
Aaron Zarrow,7.6,7.6,,0.0,0.0
Aarti Devinder Gill,,,,0.0,0.0
Aarti Patel,8.2,8.2,,0.0,0.0
Aarti Patkar,7.0,7.0,,0.0,0.0
Aarti Shetty,5.333333333333333,7.2,1.6165807537309524,0.0,0.0
Aarti Shrivastava,8.6,8.6,,0.0,0.0
Aarti Subhedar,9.2,9.2,,0.0,0.0
Aarti Tandon,6.6,6.6,,0.0,0.0
Aarushi Nigam,,,,0.0,0.0
Aaryan Sigdel,7.5,7.5,,0.0,0.0
Aarón Acosta Peréz,7.9,7.9,,0.0,0.0
Aarón Fernández Lesur,7.275,8.4,0.8381527307120109,0.0,0.0
Aarón Hernández,,,,0.0,0.0
Aarón I. Campos,,,,0.0,0.0
Aash Aaron,4.133333333333334,7.2,2.6558112382722787,0.0,0.0
Aashay Palekar,6.1,6.1,,0.0,0.0
Aashi Singh,,,,0.0,0.0
Aashiesh Sharrma,8.4,8.4,,0.0,0.0
Aashiq Abu,6.62,8.3,1.9740820651634523,0.0,0.0
Aashirwad Pun,,,,0.0,0.0
Aashish Rego,7.85,8.4,0.777817459305203,0.0,0.0
Aashish Singh,7.0,7.0,,0.0,0.0
Aashish Subba,6.2,6.2,,0.0,0.0
Aasit Shah,5.4,5.4,,0.0,0.0
Aaslaug Vaa,6.1,6.1,,0.0,0.0
Aatef A. Khan,5.6,5.6,,0.0,0.0
Aathi Thiraikalam,,,,0.0,0.0
Aatik Tashrif,,,,0.0,0.0
Aatreya Maktal,,,,0.0,0.0
Aaveen Marandi,,,,0.0,0.0
Aayra Poudel,6.2,6.2,,0.0,0.0
Aayush Maheshwari,,,,0.0,0.0
Aayush Mehta,7.2,8.3,1.5556349186104053,0.0,0.0
Aayush Patel,,,,0.0,0.0
Aayush Phadnis,7.1,7.1,,0.0,0.0
Ab Faas,,,,0.0,0.0
Abad Maria Valentina,,,,0.0,0.0
Abai Karpykov,,,,0.0,0.0
Abas Aram,4.3,4.3,,0.0,0.0
Abass M. Akeju,,,,0.0,0.0
Abayomi Oniyide,,,,0.0,0.0
Abazar Khayami,8.1,8.4,0.42426406871192857,0.0,0.0
Abba Kiari,,,,0.0,0.0
Abba Makama,5.95,6.0,0.0707106781186545,0.0,0.0
Abba-Rose Vaiaoga-Ioasa,6.166666666666667,7.4,1.0969655114602888,0.0,0.0
Abbas Abedini Masouleh,5.0375000000000005,6.5,0.7229651246281327,0.0,0.0
Abbas Ahmadzadeh,,,,0.0,0.0
Abbas Akbari,5.45,6.7,1.7677669529663689,0.0,0.0
Abbas Ali Ezzati,,,,0.0,0.0
Abbas Alibhai Burmawalla,5.225,7.2,1.8191115047370425,0.0,0.0
Abbas Amini,6.6,6.6,,0.0,0.0
Abbas Amouri,5.5,5.5,,0.0,0.0
Abbas Fahdel,7.6,8.7,1.5556349186104041,0.0,0.0
Abbas Fasaei,,,,0.0,0.0
Abbas Ghazali,6.55,6.6,0.0707106781186545,0.0,0.0
Abbas Gülseven,5.1,5.1,,0.0,0.0
Abbas Helmy,5.8875,6.6,0.48236767245387757,0.0,0.0
Abbas Homayoun,5.628571428571428,6.3,0.5345224838248487,0.0,0.0
Abbas Kasayi,,,,0.0,0.0
Abbas Kiarostami,7.154545454545455,7.7,0.4227614844416092,0.0,0.0
Abbas Malayil,6.6,6.6,,0.0,0.0
Abbas Moloo,5.4,5.4,,0.0,0.0
Abbas Naderan,3.5,3.5,,0.0,0.0
Abbas Nasser,6.7,6.7,,0.0,0.0
Abbas Nokhasteh,6.933333333333334,8.1,1.011599393699568,0.0,0.0
Abbas Rafei,6.4,8.4,0.9969954864491616,0.0,0.0
Abbas Ranjbar,6.825,7.6,0.5315072906367321,0.0,0.0
Abbas Raziji,6.25,6.5,0.3535533905932738,0.0,0.0
Abbas Rezaie,,,,0.0,0.0
Abbas Sayyed,,,,0.0,0.0
Abbas Sendi,6.1,6.1,,0.0,0.0
Abbas Shabaviz,5.690909090909091,7.6,1.236490635188593,0.0,0.0
Abbas Sheikhzadeh,7.4,7.4,,0.0,0.0
Abbas Tahsili,,,,0.0,0.0
Abbas Tyrewala,6.2,6.2,,0.0,0.0
Abbe Hassan,6.7,6.7,,0.0,0.0
Abbey Abimbola,,,,0.0,0.0
Abbey Awobimpe,,,,0.0,0.0
Abbey Davis,,,,0.0,0.0
Abbey Lustgarten,,,,0.0,0.0
Abbey Neidik,7.814285714285715,8.9,0.7967194642795571,0.0,0.0
Abbey Siegworth,4.9,4.9,,0.0,0.0
Abbie Fink,,,,0.0,0.0
Abbie Georganna,,,,0.0,0.0
Abbie Hurewitz,6.6,6.6,,0.0,0.0
Abbie Lucas,6.6,6.6,,0.0,0.0
Abbie Perrault,,,,0.0,0.0
Abbie Phillips,5.8,5.8,,0.0,0.0
Abbs Abdali,6.1,6.1,,0.0,0.0
Abby Ainsworth,6.6,6.6,,0.0,0.0
Abby Berendt Lavoi,8.0,8.0,,0.0,0.0
Abby Burton,,,,0.0,0.0
Abby Davis,7.2,7.2,,0.0,0.0
Abby Deaton,,,,0.0,0.0
Abby Dees,8.3,8.3,,0.0,0.0
Abby Epstein,7.3,7.3,,0.0,0.0
Abby Gail Palanker,5.25,6.0,1.0606601717798212,0.0,0.0
Abby Ginzberg,7.566666666666666,9.5,2.182506204649447,0.0,0.0
Abby Greensfelder,,,,0.0,0.0
Abby Grindle,,,,0.0,0.0
Abby Harri,,,,0.0,0.0
Abby Hetzel Druck,,,,0.0,0.0
Abby Joy,,,,0.0,0.0
Abby Livingstone,,,,0.0,0.0
Abby Marcus,,,,0.0,0.0
Abby Mohaddes,,,,0.0,0.0
Abby Oppenheim,,,,0.0,0.0
Abby Pucker,4.6,4.6,,0.0,0.0
Abby Russell,7.4,7.4,,0.0,0.0
Abby Sheather,3.7,3.7,,0.0,0.0
Abby Singer,4.8,4.8,,0.0,0.0
Abby Terkuhle,6.8,6.8,,0.0,0.0
Abby Zhang,5.3,5.3,,0.0,0.0
Abby Zilch,,,,0.0,0.0
Abdallah Badis,,,,0.0,0.0
Abdallah Dawestashy,,,,0.0,0.0
Abdallah Monsef,5.7,5.7,,0.0,0.0
Abdallah Omeish,8.1,8.1,,0.0,0.0
Abdallah Stouky,5.7,5.7,,0.0,0.0
Abdeen,8.0,8.0,,0.0,0.0
Abdel Azim Al Zoghbi,6.6,6.6,,0.0,0.0
Abdel Azim El-Zoghby,6.25,7.4,1.6263455967290599,0.0,0.0
Abdel Fattah Ragaye,6.7,6.7,,0.0,0.0
Abdel Fattah Shaalan,5.4,5.4,,0.0,0.0
Abdel Fiftybayev,,,,0.0,0.0
Abdel Halim Hafez,5.8,5.8,,0.0,0.0
Abdel Kader Mohamed,6.4,6.4,,0.0,0.0
Abdel Qissi,,,,0.0,0.0
Abdel Rahim Abu Auf,,,,0.0,0.0
Abdel Rahman Al Kefya,4.7,4.7,,0.0,0.0
Abdel Rahman El Khamesy,,,,0.0,0.0
Abdel Salam Abu Askar,5.2,5.2,,0.0,0.0
Abdel Salam Moussa,6.5,7.4,1.1532562594670797,0.0,0.0
Abdel Tornes,,,,0.0,0.0
Abdelaziz Ben Mlouka,7.6875,8.4,0.7259230577094833,0.0,0.0
Abdelaziz Sbeity,5.7,5.7,,0.0,0.0
Abdelfattah Arrom,,,,0.0,0.0
Abdelhai Laraki,,,,0.0,0.0
Abdelhamid Bouchnak,,,,0.0,0.0
Abdelhamid Dawoud,7.1,7.1,,0.0,0.0
Abdelkrim Derkaoui,,,,0.0,0.0
Abdellah Masbahi,,,,0.0,0.0
Abdellatif Kechiche,6.133333333333333,7.7,1.7785762095938795,0.0,0.0
Abdelsalam Abu Askar,4.3,4.3,,0.0,0.0
Abdelsalam Moussa,6.2,6.2,,0.0,0.0
Abdelsalem Jumma,5.3,5.3,,0.0,0.0
Abdelwaheb Bouden,,,,0.0,0.0
Abdelwahed Enniche,,,,0.0,0.0
Abdenour Zahzah,,,,0.0,0.0
Abderahim Harbal,8.8,8.8,,0.0,0.0
Abderrahmane Sissako,6.7,6.9,0.20000000000000018,0.0,0.0
Abderrazak Dehmani,6.4,6.4,,0.0,0.0
Abderrazek Hammami,7.9,7.9,,0.0,0.0
Abdeslam Kelai,,,,0.0,0.0
Abdhul Lathif Vadukkoot,5.7,5.7,,0.0,0.0
Abdi Nazemian,5.9,5.9,,0.0,0.0
Abdimalik Yusuf,,,,0.0,0.0
Abdirahman Gulled,5.6,5.6,,0.0,0.0
Abdisalam Aato,,,,0.0,0.0
Abdolali Khorami,,,,0.0,0.0
Abdolhossein Laleh,,,,0.0,0.0
Abdolhossein Mohammadzadeh,5.5,5.5,,0.0,0.0
Abdollah AliKhani,4.1863636363636365,6.4,1.1901562340599914,0.0,0.0
Abdollah Bakide,2.4,2.4,,0.0,0.0
Abdollah Esfandiari,5.633333333333333,6.5,0.776745346515403,0.0,0.0
Abdollah Eskandari,5.3,5.6,0.4242640687119283,0.0,0.0
Abdollah Saeedi,1.5,1.5,,0.0,0.0
Abdolrahman Tourang,5.025,6.5,1.090489186863706,0.0,0.0
Abdolreza Kahani,5.64,6.8,1.4170391667134679,0.0,0.0
Abdolreza Kohanrouz,,,,0.0,0.0
Abdolreza Saatchi Fard,5.466666666666666,6.1,1.011599393699568,0.0,0.0
Abdoreza Rahmaninasab,,,,0.0,0.0
Abdou Momini,,,,0.0,0.0
Abdoul Aziz Cissé,,,,0.0,0.0
Abdoulaye Diallo,,,,0.0,0.0
Abdourahim Tapsoba,,,,0.0,0.0
Abdu Dandridge,4.5,4.5,,0.0,0.0
Abdul Arsi,5.0,5.0,,0.0,0.0
Abdul Aziz,5.682142857142857,7.4,1.0456447847491115,0.0,0.0
Abdul Aziz Al-Yaqout,,,,0.0,0.0
Abdul Aziz Barudgar,3.6,3.6,,0.0,0.0
Abdul Baqi,5.1,5.1,,0.0,0.0
Abdul Casal,,,,0.0,0.0
Abdul Chowdhury,,,,0.0,0.0
Abdul Dermawan Habir,,,,0.0,0.0
Abdul Faththaah,,,,0.0,0.0
Abdul Hadi Al Saadi,,,,0.0,0.0
Abdul Hafiz Nadiadwala,4.1,4.1,,0.0,0.0
Abdul Hameed Butt,,,,0.0,0.0
Abdul Jabbar,,,,0.0,0.0
Abdul Kader,7.0,7.0,,0.0,0.0
Abdul Kader Siddique,,,,0.0,0.0
Abdul Karim Abdul Rahim,,,,0.0,0.0
Abdul Khadir,,,,0.0,0.0
Abdul Lateiff Bin Haji Mohaideen,,,,0.0,0.0
Abdul Latif Salazar,7.2,7.2,,0.0,0.0
Abdul Majeed,7.1,7.1,,0.0,0.0
Abdul Majid,5.9,5.9,,0.0,0.0
Abdul Majid Khan,6.0,6.0,,0.0,0.0
Abdul Majith,6.0,6.0,,0.0,0.0
Abdul Malik Abbott,4.3,4.3,,0.0,0.0
Abdul Malik Dato,,,,0.0,0.0
Abdul Manaf,8.1,8.1,,0.0,0.0
Abdul Muhaimin,7.2,7.2,,0.0,0.0
Abdul Muis Sofian,5.666666666666667,6.7,1.050396750439249,0.0,0.0
Abdul Nizam,,,,0.0,0.0
Abdul Rahim Khan,,,,0.0,0.0
Abdul Rahman Coatwala,5.0,5.0,,0.0,0.0
Abdul Rahman Dali,,,,0.0,0.0
Abdul Rahoof,6.1,6.1,,0.0,0.0
Abdul Raouf Abdul Rahman,7.025,8.3,1.6760568804985905,0.0,0.0
Abdul Raouff Siddiquy,,,,0.0,0.0
Abdul Razak Abdullah,6.6,6.6,,0.0,0.0
Abdul Rub Bin Mehfooz,5.7,5.7,,0.0,0.0
Abdul Salam Mumuni,,,,0.0,0.0
Abdul Sattar,9.0,9.0,,0.0,0.0
Abdul Sattar Khan,6.6,6.6,,0.0,0.0
Abdul Stone Jackson,5.5,5.5,,0.0,0.0
Abdul Subhani,,,,0.0,0.0
Abdulaziz Albraik,,,,0.0,0.0
Abdulaziz Aldughaither,,,,0.0,0.0
Abdulaziz Almuzaini,6.0,6.0,,0.0,0.0
Abdulaziz Alshlahei,,,,0.0,0.0
Abdulaziz Altuwaijri,,,,0.0,0.0
Abdulaziz Lamlum,,,,0.0,0.0
Abdulbar M. Mansoer,,,,0.0,0.0
Abdulhamit Erbay,6.6,6.6,,0.0,0.0
Abdulla Ahmed Alzaabi,,,,0.0,0.0
Abdulla Al Bin Habtoor,6.5,6.5,,0.0,0.0
Abdulla Al Kaabi,6.6,6.6,,0.0,0.0
Abdulla Hassen Ahmed,,,,0.0,0.0
Abdullah Abu-Mahfouz,,,,0.0,0.0
Abdullah Al-Eyaf,7.0,7.0,0.0,0.0,0.0
Abdullah Almatrood,,,,0.0,0.0
Abdullah Alshaikhmubarak,,,,0.0,0.0
Abdullah Arslan,5.6,5.6,,0.0,0.0
Abdullah Aslan,,,,0.0,0.0
Abdullah Ataç,4.2,4.2,,0.0,0.0
Abdullah Boushahri,8.3,9.0,0.9899494936611675,0.0,0.0
Abdullah Ellkatib,2.8,2.8,,0.0,0.0
Abdullah Faiz Alkaff,,,,0.0,0.0
Abdullah Ghazanfar Ali,,,,0.0,0.0
Abdullah Gürek,6.5,6.5,,0.0,0.0
Abdullah Hasan Ahmed,7.1,7.1,,0.0,0.0
Abdullah Kadwani,7.300000000000001,7.7,0.5656854249492382,0.0,0.0
Abdullah Mikail Mackay,,,,0.0,0.0
Abdullah Mostafa,,,,0.0,0.0
Abdullah Oguz,5.841666666666666,7.5,1.3055534064027015,0.0,0.0
Abdullah Omar,8.2,8.8,0.8485281374238571,0.0,0.0
Abdullah Omidvar,5.55,6.0,0.636396103067893,0.0,0.0
Abdulmohsin Almutairi,5.9,5.9,,0.0,0.0
Abdulrahman AlRabiah,,,,0.0,0.0
Abdulrahman Aljandal,,,,0.0,0.0
Abdulrahman Jerash,,,,0.0,0.0
Abdulrahman Khawj,6.3,6.6,0.4242640687119283,0.0,0.0
Abdur Rahman,5.2,5.2,,0.0,0.0
Abdur Rauf Mollah Badal,6.7,6.7,,0.0,0.0
Abdurrahman Keskiner,5.377272727272727,8.4,1.3648414588486848,0.0,0.0
Abdurrahman Palay,4.1,4.1,,0.0,0.0
Abdurrahman Shala,6.066666666666666,6.7,0.6506407098647713,0.0,0.0
Abdurrahman Çapar,6.7,6.7,,0.0,0.0
Abdus Sattar Khan,,,,0.0,0.0
Abdülkerim Uzun,,,,0.0,0.0
Abe Dubin,,,,0.0,0.0
Abe Glazer,5.3,6.9,1.2516655570345727,0.0,0.0
Abe H. Schwartz,5.8,5.8,,0.0,0.0
Abe Kim,6.0,6.0,,0.0,0.0
Abe Kwong,5.742857142857143,6.2,0.41173269183271016,0.0,0.0
Abe Lebowitz,4.9,4.9,,0.0,0.0
Abe Levy,6.766666666666667,8.5,1.8036999011291575,0.0,0.0
Abe Osheroff,8.5,8.5,,0.0,0.0
Abe Pagtama,4.9,4.9,,0.0,0.0
Abe Pogos,,,,0.0,0.0
Abe Polsky,5.8,6.1,0.4242640687119283,0.0,0.0
Abe R. Rated,7.4,7.4,,0.0,0.0
Abe Rosenberg,5.333333333333333,6.4,1.2220201853215575,0.0,0.0
Abe Scheuermann,7.5,7.5,,0.0,0.0
Abe Schneider,7.1,7.1,,0.0,0.0
Abe Shainberg,6.0,6.0,,0.0,0.0
Abed Chowdhury,,,,0.0,0.0
Abed El Salam Abu Askar,5.2,5.2,,0.0,0.0
Abeer Zeibak Haddad,6.1,6.1,,0.0,0.0
Abeera Sheikh,7.449999999999999,7.6,0.2121320343559638,0.0,0.0
Abeeral Thapa,6.4,6.4,,0.0,0.0
