primaryName,escritor_score_mean,escritor_score_max,escritor_score_std,escritor_ganador_oscar_prom,escritor_nominado_oscar_prom
Norberto De Jesús Jr.,7.6,7.6,,0.0,0.0
Norberto Fayon,5.7,5.7,,0.0,0.0
Norberto Forgione,,,,0.0,0.0
Norberto Jose Olivar,5.9,5.9,,0.0,0.0
Norberto Ludin,7.0,7.0,,0.0,0.0
Norberto López Amado,,,,0.0,0.0
Norberto Morán,,,,0.0,0.0
Norberto Nath,7.1,7.1,,0.0,0.0
Norberto Ramos del Val,3.6999999999999997,4.5,0.7549834435270749,0.0,0.0
Norberto Sander,,,,0.0,0.0
Norberto Valentini,5.7,5.7,,0.0,0.0
Norberto Vieyra,5.8,5.8,,0.0,0.0
Norbu Dhundup,,,,0.0,0.0
Norbu Wangchunk,7.1,7.1,,0.0,0.0
Nordin Ahmad,,,,0.0,0.0
Nordine Salhi,,,,0.0,0.0
Nore Davis,6.9,6.9,,0.0,0.0
Nore Maatala,3.1,3.1,,0.0,0.0
Nore Norold,3.85,4.5,0.9192388155425116,0.0,0.0
Noree Victoria,,,,0.0,0.0
Noreen C. Thompson,,,,0.0,0.0
Noreen Capili,5.5,7.1,1.8999999999999997,0.0,0.0
Noreen Raja,,,,0.0,0.0
Noreen Stone,5.550000000000001,6.4,1.202081528017131,0.0,0.0
Noreen Tobin,5.2,5.2,,0.0,0.0
Norelle Scott,4.9,4.9,,0.0,0.0
Norhan Mahmod,7.65,8.0,0.49497474683058373,0.0,0.0
Noriaki Murota,,,,0.0,0.0
Noriaki Saitô,,,,0.0,0.0
Noriaki Sugihara,5.328571428571428,6.1,0.8260635280539582,0.0,0.0
Norie Yamada,6.6,6.6,,0.0,0.0
Noriel M. Jarito,,,,0.0,0.0
Norifumi Suzuki,6.590909090909091,8.2,0.5893702519375419,0.0,0.0
Norifusa Mita,6.7,6.7,,0.0,0.0
Norihiko Asao,,,,0.0,0.0
Norihiko Gôda,6.2,6.2,,0.0,0.0
Norihiko Hashida,,,,0.0,0.0
Norihiko Kuwayama,,,,0.0,0.0
Norihiko Sugi,3.2,3.2,,0.0,0.0
Norihiko Tsukuda,7.0,7.9,1.272792206135786,0.0,0.0
Norihiko Yonesaka,,,,0.0,0.0
Norihiro Koizumi,6.866666666666667,6.9,0.05773502691896327,0.0,0.0
Norihiro Niwatsukino,6.1,6.1,,0.0,0.0
Norihiro Takenaga,6.4,6.4,,0.0,0.0
Norihisa Hatakeyama,,,,0.0,0.0
Norihisa Hiranuma,6.583333333333333,7.1,0.6080021929785007,0.0,0.0
Norihisa Yoshimura,8.0,8.0,,0.0,0.0
Norihito Iki,,,,0.0,0.0
Norihito Miyagi,,,,0.0,0.0
Norika Sefa,,,,0.0,0.0
Norikatsu Kodama,,,,0.0,0.0
Noriko Fujimoto,7.1,7.1,,0.0,0.0
Noriko Gotô,6.183333333333334,6.7,0.42150523919242905,0.0,0.0
Noriko Hanzawa,5.9,5.9,,0.0,0.0
Noriko Ibaragi,,,,0.0,0.0
Noriko Ishii,5.0,5.0,,0.0,0.0
Noriko Katô,6.1,6.1,,0.0,0.0
Noriko M Kambara,3.7,3.7,,0.0,0.0
Noriko Morishita,7.1,7.1,,0.0,0.0
Noriko Nishiguchi,7.2,7.2,,0.0,0.0
Noriko Otani,,,,0.0,0.0
Noriko Tanimura,3.7,3.7,,0.0,0.0
Noriko Washizu,5.3,5.3,,0.0,0.0
Noriko Yoshida,6.75,6.8,0.0707106781186545,0.0,0.0
Noriko Yuasa,,,,0.0,0.0
Norimasa Takei,5.3,5.3,,0.0,0.0
Norimitsu Kaiho,5.5,5.5,,0.0,0.0
Norina Mackey,7.5,7.5,,0.0,0.0
Norio Enomoto,5.1000000000000005,7.2,3.214031735997639,0.0,0.0
Norio Kaminami,7.1,7.1,,0.0,0.0
Norio Kida,5.5600000000000005,6.0,0.5770615218501403,0.0,0.0
Norio Minamigi,5.4,5.4,,0.0,0.0
Norio Miyashita,5.51,6.7,0.7723700897597963,0.0,0.0
Norio Nagata,6.2,6.2,,0.0,0.0
Norio Nanjo,7.0,7.5,0.6041522986797286,0.0,0.0
Norio Ogikubo,,,,0.0,0.0
Norio Osada,6.285714285714286,8.0,1.1766034184871317,0.0,0.0
Norio Tsuruta,6.0600000000000005,7.0,0.801872807869178,0.0,0.0
Noris Chumley,8.1,8.1,,0.0,0.0
Norissa R. Soriano,6.5,6.5,,0.0,0.0
Norith Soth,5.125,6.2,0.888350531415762,0.0,0.0
Noriyoshi Nishida,,,,0.0,0.0
Noriyuki Sano,,,,0.0,0.0
Noriô Konami,6.2,6.2,,0.0,0.0
Norlynne Coar,,,,0.0,0.0
Norm Bates,,,,0.0,0.0
Norm Foster,6.0,7.5,2.1213203435596424,0.0,0.0
Norm Hiscock,6.9,6.9,,0.0,0.0
Norm Hunter,5.4,5.4,,0.0,0.0
Norm Lee,,,,0.0,0.0
Norm Lenzer,5.3,5.3,,0.0,0.0
Norm Leonard,7.6,7.6,,0.0,0.0
Norm Liebmann,6.3,6.3,,0.0,0.0
Norm MacDonald,6.4,6.4,,0.0,0.0
Norm Orschorschki,4.6,4.6,,0.0,0.0
Norm Prescott,5.7,5.7,0.0,0.0,0.0
Norma Aleandro,6.4,6.4,,0.0,0.0
Norma Bengell,6.6,6.6,,0.0,0.0
Norma Fernández,,,,0.0,0.0
Norma Jean Sanders,6.6,6.6,,0.0,0.0
Norma Macias,3.8,3.8,,0.0,0.0
Norma Marcos,8.1,8.1,,0.0,0.0
Norma Nebot,7.1,7.1,,0.0,0.0
Norma Nuñez,,,,0.0,0.0
Norma Percy,7.5,7.5,,0.0,0.0
Norma Stevens,4.7,4.7,,0.0,0.0
Norma Torrado,5.9,5.9,,0.0,0.0
Norman A. Fox,5.9,7.2,1.8384776310850242,0.0,0.0
Norman Abbott,4.6,4.6,,0.0,0.0
Norman Abdul Halim,4.4,4.4,,0.0,0.0
Norman Ahern,4.1,4.1,,0.0,0.0
Norman Aladjem,5.1,5.1,,0.0,0.0
Norman Alston,,,,0.0,0.0
Norman Anderson,8.2,8.2,,0.0,0.0
Norman Arch,3.2,3.2,,0.0,0.0
Norman Barasch,6.75,6.9,0.21213203435596475,0.0,0.0
Norman Benny,,,,0.0,0.0
Norman Bertolino,,,,0.0,0.0
Norman Bethune,6.8,6.8,,0.0,0.0
Norman Bogner,6.8,6.8,,0.0,0.0
Norman Boquiren,6.3,6.3,,0.0,0.0
Norman Borisoff,7.8,7.8,,0.0,0.0
Norman Brannon,,,,0.0,0.0
Norman Bridwell,5.4,5.4,,0.0,0.0
Norman C. Chaitin,,,,0.0,0.0
Norman C. Linton,6.8,6.8,,0.0,0.0
Norman Carrigan,5.4,5.4,,0.0,0.0
Norman Coester,5.199999999999999,7.1,2.68700576850888,0.0,0.0
Norman Cohen,5.7,5.7,,0.0,0.0
Norman Cohn,6.966666666666666,7.4,0.4509249752822896,0.0,0.0
Norman Collins,5.2,5.2,,0.0,0.0
Norman Corwin,6.2,6.7,0.4582575694955842,0.0,1.0
Norman Di Giovanni,5.6,5.6,,0.0,0.0
Norman Douglas Bradley,6.5,6.5,,0.0,0.0
Norman Earl Thomson,2.7,2.7,,0.0,0.0
Norman Enfield,4.3,4.3,,0.0,0.0
Norman England,7.5,7.5,,0.0,0.0
Norman Figueroa,,,,0.0,0.0
Norman Foster,6.3,7.5,1.0816653826391966,0.0,0.0
Norman Fruchter,6.1,6.1,,0.0,0.0
Norman Gale,5.525,8.4,1.973786547054502,0.0,0.0
Norman Gerard,5.300000000000001,5.4,0.14142135623730995,0.0,0.0
Norman Giller,8.1,8.1,,0.0,0.0
Norman Graham,5.3,5.3,,0.0,0.0
Norman Gregory,6.8,6.8,,0.0,0.0
Norman Gregory McGuire,4.7,4.7,,0.0,0.0
Norman Hall,8.8,8.8,,0.0,0.0
Norman Handelsman,7.3,7.3,,0.0,0.0
Norman Hudis,5.492307692307692,6.3,0.8606795168756081,0.0,0.0
Norman Hull,6.6,6.6,,0.0,0.0
Norman J. Grossfeld,5.0,5.0,,0.0,0.0
Norman J. Warren,4.65,4.8,0.2121320343559638,0.0,0.0
Norman Jewison,7.4,7.4,,0.0,0.0
Norman Katkov,4.55,5.5,1.34350288425444,0.0,0.0
Norman Kaye,6.2,6.2,,0.0,0.0
Norman Kennedy,4.2,4.2,,0.0,0.0
Norman Klein,,,,0.0,0.0
Norman Klenman,5.0,5.0,,0.0,0.0
Norman Korpi,6.7,6.7,,0.0,0.0
Norman Koza,3.2,3.5,0.4242640687119284,0.0,0.0
Norman Krasna,6.433333333333334,6.8,0.38815804341359017,1.0,4.0
Norman Law Man,5.5,6.3,1.1313708498984758,0.0,0.0
Norman Lear,6.225,6.6,0.287228132326901,0.0,1.0
Norman Lebrecht,6.5,6.5,,0.0,0.0
Norman Lesperance,5.3,5.9,1.039230484541327,0.0,0.0
Norman Lessing,5.7,5.7,,0.0,0.0
Norman Leto,7.3,7.3,,0.0,0.0
Norman Lewis,6.7,6.7,,0.0,0.0
Norman Lindsay,6.05,6.3,0.3535533905932738,0.0,0.0
Norman Loftis,6.65,7.4,1.0606601717798212,0.0,0.0
Norman Maake,6.1,6.1,,0.0,0.0
Norman Macera,3.2,3.2,,0.0,0.0
Norman Maclean,7.2,7.2,,0.0,0.0
Norman Mailer,5.5,7.2,1.2521980673998823,0.0,0.0
Norman Manea,6.4,6.4,,0.0,0.0
Norman Maurer,5.9,6.2,0.28284271247461906,0.0,0.0
Norman Miller,5.2,5.2,,0.0,0.0
Norman Ng,6.0,6.0,,0.0,0.0
Norman Ohler,6.1,6.1,,0.0,0.0
Norman Panama,5.566666666666666,6.3,0.8286535263104032,0.0,3.0
Norman Partridge,3.0,3.0,,0.0,0.0
Norman Pett,4.4,4.4,,0.0,0.0
Norman Puemin,4.6,4.6,,0.0,0.0
Norman Rafsol,6.3,6.3,,0.0,0.0
Norman Ray Fitts,8.0,8.0,,0.0,0.0
Norman Roland,6.2,6.2,,0.0,0.0
Norman Rosten,7.0,7.0,,0.0,0.0
Norman Ruiz,,,,0.0,0.0
Norman S. Hall,6.0,6.0,,0.0,0.0
Norman Sedawie,5.6,6.2,0.8485281374238575,0.0,0.0
Norman Sheldon,8.5,8.5,,0.0,0.0
Norman Snider,6.1000000000000005,7.2,1.1532562594670792,0.0,0.0
Norman Solomon,7.9,7.9,,0.0,0.0
Norman Spelvin,6.7,6.7,,0.0,0.0
Norman Spinrad,2.7,2.7,,0.0,0.0
Norman Steinberg,6.0200000000000005,7.7,1.666433316997713,0.0,0.0
Norman Stewart,,,,0.0,0.0
Norman Stone,6.2,6.7,0.7071067811865476,0.0,0.0
Norman T. Herman,5.8,5.8,,0.0,0.0
Norman Thaddeus Vane,4.79,5.4,0.5466056876558987,0.0,0.0
Norman Thomas,,,,0.0,0.0
Norman Toback,6.8,6.8,,0.0,0.0
Norman Vance Jr.,6.033333333333334,6.3,0.3785938897200182,0.0,0.0
Norman Vaughan,,,,0.0,0.0
Norman Wang,,,,0.0,0.0
Norman Weissman,3.9,3.9,,0.0,0.0
Norman Wexler,6.242857142857143,7.7,0.9880235200593538,0.0,2.0
Norman Williams,4.3,4.3,,0.0,0.0
Norman Wilwayco,5.7,6.2,0.5,0.0,0.0
Norman Winski,4.5,4.8,0.4242640687119283,0.0,0.0
Norman Wisdom,6.216666666666666,6.9,0.713909424693824,0.0,0.0
Norman Wright,5.6,5.6,,0.0,0.0
Norman Yonemoto,5.6,6.2,0.8485281374238575,0.0,0.0
Norman de Palm,6.85,7.2,0.3000000000000003,0.0,0.0
Normand Bergeron,7.3,7.3,,0.0,0.0
Normand Canac-Marquis,6.4,6.8,0.5656854249492382,0.0,0.0
Normand Chaurette,4.7,4.7,,0.0,0.0
Normand Corbeil,,,,0.0,0.0
Normand Desjardins,4.5,4.5,,0.0,0.0
Normand Lafleur,,,,0.0,0.0
Norodom Sihanouk,6.433333333333334,8.3,1.1039323650779822,0.0,0.0
Norov Dalkhaa,,,,0.0,0.0
Norris A. Lopez,6.1,6.1,,0.0,0.0
Norris Gresham,,,,0.0,0.0
Norris Muhammad,5.0,5.0,,0.0,0.0
Norris Wong,6.699999999999999,6.8,0.1414213562373093,0.0,0.0
Norris Young,5.6,5.6,,0.0,0.0
Norsyiella Anuar,,,,0.0,0.0
North Darling,6.8,6.8,,0.0,0.0
Northrup Loyd,3.6,3.6,,0.0,0.0
Norton Juster,6.7,6.7,,0.0,0.0
Norton Smith,,,,0.0,0.0
Norton Virgien,4.6,4.6,,0.0,0.0
Norvell Ji'Floyd,,,,0.0,0.0
Nosa Isibor,,,,0.0,0.0
Nosa Rex,,,,0.0,0.0
Nosakhere 'Mr. 2-17' Andrews,,,,0.0,0.0
Nosh van der Lely,7.9,7.9,,0.0,0.0
Nosipho Dumisa,6.3,6.3,,0.0,0.0
Nosir Rahmonov,,,,0.0,0.0
Nosratolah Vahdat,5.4,5.8,0.5656854249492376,0.0,0.0
Nosratollah Karimi,6.42,7.2,0.8136338242723202,0.0,0.0
Not4Prophet,8.0,8.0,,0.0,0.0
Note Chern-Yim,5.0,5.0,,0.0,0.0
Notis Peryalis,6.9,6.9,0.0,0.0,0.0
Notis Pitsilos,5.3,5.3,,0.0,0.0
Notis Studios,6.0,6.0,,0.0,0.0
Nottapon Boonprakob,7.2,7.4,0.2828427124746193,0.0,0.0
Noube Rateau,,,,0.0,0.0
Nouchka van Brakel,5.585714285714286,6.4,0.7033931367037244,0.0,0.0
Noufal Abdullah,,,,0.0,0.0
Noufal Blathur,5.3,5.3,,0.0,0.0
Nour Ben Salem,,,,0.0,0.0
Nour Eddine Lakhmari,6.575,7.2,0.8655441448399191,0.0,0.0
Nour Eddine Saïl,7.35,7.6,0.3535533905932738,0.0,0.0
Nour Halloum,,,,0.0,0.0
Noura Kevorkian,7.15,7.7,0.7778174593052023,0.0,0.0
Noura Talal,,,,0.0,0.0
Noureddine Ben Amer,8.3,8.3,,0.0,0.0
Noureddine Dougna,6.4,6.4,,0.0,0.0
Noureddine Oueslah,8.6,8.6,,0.0,0.0
Nouri Bouzid,6.792307692307692,7.6,0.510655687101623,0.0,0.0
Nousha Saidi,,,,0.0,0.0
Noushad,3.9,3.9,,0.0,0.0
Noushad Ibrahim,,,,0.0,0.0
Noushin Badian,,,,0.0,0.0
Nouva Monika Wahlgren,,,,0.0,0.0
Nova Alessio,,,,0.0,0.0
Nova Ami,7.6,7.6,,0.0,0.0
Nova Eliza,4.6,4.6,,0.0,0.0
Nova Faham,7.4,7.4,,0.0,0.0
Nova van Dijk,,,,0.0,0.0
Novak Novak,7.7,7.9,0.3464101615137758,0.0,0.0
Novak Simic,6.8,6.8,,0.0,0.0
Novalis,,,,0.0,0.0
Novalyne Price Ellis,7.0,7.0,,0.0,0.0
Novatus Mugurus,,,,0.0,0.0
Novella Benedetti,,,,0.0,0.0
Novia Faizal,6.6499999999999995,7.4,0.5890670590009257,0.0,0.0
Noviandra Santosa,7.4,7.4,,0.0,0.0
Novica Savic,6.1,6.1,,0.0,0.0
Novie Irianne,5.0,5.0,,0.0,0.0
Novikov Ilya,,,,0.0,0.0
Novin Shakiba,2.2,2.2,,0.0,0.0
Novruz Cafarov,,,,0.0,0.0
Novruz Hikmet,7.3,7.3,,0.0,0.0
Nowshad Mirpuri,,,,0.0,0.0
Noy Barak,7.3,7.3,,0.0,0.0
Nozar Azadi,7.1,7.1,,0.0,0.0
Nozizwe Cynthia Jele,6.7,6.7,,0.0,0.0
Nozomi Katsura,5.85,6.3,0.6363961030678921,0.0,0.0
Nozomi Kondo,6.4,6.4,,0.0,0.0
Nozomi Makino,5.1,5.1,,0.0,0.0
Nozomu Kasagi,5.1,5.1,,0.0,0.0
Nozomu Namba,7.5,7.5,,0.0,0.0
Nozomu Ueda,,,,0.0,0.0
Nozomu Yoshimura,6.0,6.0,,0.0,0.0
Noé Debré,6.09375,7.2,0.5309974890085014,0.0,0.0
Noé Dodson,,,,0.0,0.0
Noé Murayama,,,,0.0,0.0
Noé Obregón Escobar,,,,0.0,0.0
Noé Sardet,,,,0.0,0.0
Noé Valladares,,,,0.0,0.0
Noémi Aubry,,,,0.0,0.0
Noémi Csóka,,,,0.0,0.0
Noémi Veronika Szakonyi,,,,0.0,0.0
Noémie De Pas,,,,0.0,0.0
Noémie Gilbert,,,,0.0,0.0
Noémie Kocher,6.4,6.4,,0.0,0.0
Noémie Lefort,,,,0.0,0.0
Noémie Lvovsky,6.1,7.0,0.5196152422706637,0.0,0.0
Noémie Merlant,,,,0.0,0.0
Noémie Saglio,5.66,6.0,0.3507135583350037,0.0,0.0
Noémie Schmidt,,,,0.0,0.0
Noémie de Lapparent,7.0,7.0,,0.0,0.0
Noël Alpi,,,,0.0,0.0
Noël Burch,6.233333333333333,6.6,0.6350852961085882,0.0,0.0
Noël Calef,5.825,6.3,0.45734742446707455,0.0,0.0
Noël Carroll,6.3,6.3,,0.0,0.0
Noël Coward,6.8,8.7,1.1135528725660042,0.0,1.0
Noël Degeling,6.6,6.6,,0.0,0.0
Noël Dernesch,6.6,6.6,,0.0,0.0
Noël Herpe,,,,0.0,0.0
Noël Howard,5.75,6.6,1.2020815280171302,0.0,0.0
Noël Mitrani,7.2,8.4,1.5763882770434445,0.0,0.0
Noël Simsolo,6.133333333333333,6.9,0.9291573243177574,0.0,0.0
Noël Vallerand,2.4,2.4,,0.0,0.0
Noël Wells,5.95,6.2,0.3535533905932738,0.0,0.0
Noël-Noël,6.6,7.8,1.697056274847714,0.0,0.0
Noëlle Loriot,6.1,6.1,,0.0,0.0
Noëlle Pujol,,,,0.0,0.0
Noëlle Renaude,5.5,5.5,,0.0,0.0
Noëlle Revaz,6.9,6.9,,0.0,0.0
Nr Miller,4.0,4.0,,0.0,0.0
Nripen Saha,,,,0.0,0.0
Nripendra Krishna,,,,0.0,0.0
Nripendrakrishna Chatterjee,8.5,8.8,0.4242640687119295,0.0,0.0
Nsamba Seth,,,,0.0,0.0
Nsemeke Akpan,,,,0.0,0.0
Nsubuga Chris,,,,0.0,0.0
Nsuku Nadia Makwala,,,,0.0,0.0
Ntare Guma Mbaho Mwine,9.4,9.4,,0.0,0.0
Nteff Humphrey,,,,0.0,0.0
Ntokozo Mahlalela,,,,0.0,0.0
Ntozake Shange,7.05,7.8,1.0606601717798212,0.0,0.0
Ntshaveni Wa Luruli,6.0,6.0,,0.0,0.0
Ntshepe iFarah Nkosi,,,,0.0,0.0
Ntxawg Thog,,,,0.0,0.0
Nuakai Aru,,,,0.0,0.0
Nuala O'Connor,8.4,8.4,,0.0,0.0
Nuans Celikezer,6.7,6.7,,0.0,0.0
Nuanxing Zhang,6.9,7.4,0.7071067811865476,0.0,0.0
Nuccio Siano,6.0,6.0,,0.0,0.0
Nucke Rahma,6.9,6.9,,0.0,0.0
Nudlez Gang,,,,0.0,0.0
Nuella Njubigbo,,,,0.0,0.0
Nueng Nuengnued,3.4,3.4,,0.0,0.0
Nuggehalli Pankaja,8.7,8.7,,0.0,0.0
Nugroho Notosusanto,,,,0.0,0.0
Nugroo Agung,,,,0.0,0.0
Nugzar Shataidze,6.92,7.7,0.9576011695899289,0.0,0.0
Nuhash Bonaventure,,,,0.0,0.0
Nuhash Humayun,7.0,7.0,,0.0,0.0
Nuhi de Stani,7.4,7.4,,0.0,0.0
Nujiyan Erhan,,,,0.0,0.0
Nujoom Alghanem,7.6,9.6,2.8284271247461903,0.0,0.0
Nukala Seetharama Rao,,,,0.0,0.0
Nuket Bicakci,6.2,6.2,,0.0,0.0
Nukri Mamulashvili,7.05,7.1,0.0707106781186545,0.0,0.0
Numa Perrier,5.8,5.8,,0.0,0.0
Numan Acar,4.4,4.4,,0.0,0.0
Nuni Ferreira,,,,0.0,0.0
Nunnally Johnson,6.6000000000000005,7.7,0.6418722614352486,0.0,2.0
Nuno Artur Silva,,,,0.0,0.0
Nuno Bernardo,4.6000000000000005,6.0,1.3527749258468684,0.0,0.0
Nuno Bragança,7.4,7.4,,0.0,0.0
Nuno Costa Santos,8.9,9.6,0.8888194417315578,0.0,0.0
Nuno César de Abreu,6.5,6.5,,0.0,0.0
Nuno Duarte,8.4,8.4,,0.0,0.0
Nuno Estêvão,,,,0.0,0.0
Nuno Galopim,,,,0.0,0.0
Nuno Godolphin,,,,0.0,0.0
Nuno Júdice,6.266666666666667,6.6,0.3511884584284243,0.0,0.0
Nuno Leonel,3.1,3.1,,0.0,0.0
Nuno Madeira Rodrigues,6.5,6.8,0.4242640687119283,0.0,0.0
Nuno Markl,6.1,6.1,,0.0,0.0
Nuno Matos,,,,0.0,0.0
Nuno Milagre,,,,0.0,0.0
Nuno Miranda,6.3,6.3,,0.0,0.0
Nuno Noivo,,,,0.0,0.0
Nuno Rocha,6.9,6.9,,0.0,0.0
Nuno Soler,,,,0.0,0.0
Nuno Tavares,7.9,7.9,,0.0,0.0
Nuno Vaz,6.8,6.8,,0.0,0.0
Nuno Viera Faustino,5.8,5.8,,0.0,0.0
Nuno-Miguel Wong,,,,0.0,0.0
Nunoe Mura,7.1,7.1,,0.0,0.0
Nunzia De Stefano,6.5,6.5,,0.0,0.0
Nunzio Bertolami,,,,0.0,0.0
Nunzio Fabrizio Rotondo,4.4,4.4,,0.0,0.0
Nunzio Gringeri,,,,0.0,0.0
Nunzio La Bianca,3.4,4.3,1.2727922061357855,0.0,0.0
Nunzio Massimo Nifosì,,,,0.0,0.0
Nunzio Randazzo,5.9,5.9,,0.0,0.0
Nuo Si,,,,0.0,0.0
Nuotama Bodomo,5.8,5.8,,0.0,0.0
Nupur Agrawal,,,,0.0,0.0
Nupur Asthana,5.35,5.9,0.7778174593052023,0.0,0.0
Nupur Pai,5.3,5.3,,0.0,0.0
Nur Akalin,5.0,5.0,,0.0,0.0
Nur Aminahtul Mardiah,,,,0.0,0.0
Nur Araboga Kiymac,5.7,5.7,,0.0,0.0
Nur Dolay,4.6,4.6,,0.0,0.0
Nur Esmi Zahara Bt Yusof,,,,0.0,0.0
Nur Hossain Bolai,,,,0.0,0.0
Nur Hussein,6.3,6.3,,0.0,0.0
Nur Najiha Hamdan,4.9,4.9,,0.0,0.0
Nur Naquyah bt Burhanuddin,6.6,7.2,0.8485281374238575,0.0,0.0
Nur Rachmawati,,,,0.0,0.0
Nur Turksen,3.3,3.3,,0.0,0.0
Nura Bazdulj-Hubijar,,,,0.0,0.0
Nura El Sheikh,5.4,5.4,,0.0,0.0
Nuran Calis,5.7,5.7,,0.0,0.0
Nuran Devres,5.733333333333333,7.4,2.1548395145191983,0.0,0.0
Nuran Esici,3.9,3.9,,0.0,0.0
Nuran Evren Sit,6.866666666666667,7.2,0.4932882862316252,0.0,0.0
Nuran Seyhan Bayer,,,,0.0,0.0
Nuray Oguz,6.32,7.4,0.7328028384224504,0.0,0.0
Nuray Sahin,6.1,6.1,,0.0,0.0
Nurbek Egen,7.2,7.2,,0.0,0.0
Nurdagül Çiçek,4.5,4.5,,0.0,0.0
Nurettin Irisen,5.483333333333333,6.5,1.183920042345203,0.0,0.0
Nurettin Sezer,6.3,6.3,,0.0,0.0
Nurettin Özel,7.3,7.3,,0.0,0.0
Nurgali Oraz,,,,0.0,0.0
Nurhan Elif Özer,6.0,6.0,,0.0,0.0
Nuri Akalin,,,,0.0,0.0
Nuri Akinci,5.083333333333333,6.2,0.7494442385305704,0.0,0.0
Nuri Bauswell,,,,0.0,0.0
Nuri Bilge Ceylan,7.422222222222222,8.0,0.43525216190668675,0.0,0.0
Nuri Kirgeç,4.257142857142857,5.7,1.0453980786557544,0.0,0.0
Nuri Ozgul,5.2,5.2,,0.0,0.0
Nuri Sezer,7.15,7.6,0.6363961030678921,0.0,0.0
Nuria Araiza,,,,0.0,0.0
Nuria Bueno,3.9,3.9,,0.0,0.0
Nuria Cabestany,,,,0.0,0.0
Nuria Capdevila Argüelles,8.0,8.0,,0.0,0.0
Nuria Clavero,,,,0.0,0.0
Nuria De Torres,7.7,7.7,,0.0,0.0
Nuria Dunjó,,,,0.0,0.0
Nuria Frigola Torrent,7.2,7.2,,0.0,0.0
Nuria Giménez,7.2,7.2,,0.0,0.0
Nuria Ibañez,7.25,7.7,0.636396103067893,0.0,0.0
Nuria Leon Bernardo,6.9,6.9,,0.0,0.0
Nuria Manzur-Wirth,,,,0.0,0.0
Nuria Muñoz,6.1,6.1,,0.0,0.0
Nuria Rodrigo Ortiz,5.0,5.0,,0.0,0.0
Nuria Silván Miracle,,,,0.0,0.0
Nuria Tirado,7.8,7.8,,0.0,0.0
Nuria Vidal,6.8,6.8,,0.0,0.0
Nurielis Duarte,,,,0.0,0.0
Nurifa Umuralieva,6.8,6.8,,0.0,0.0
Nurislam Amantay,,,,0.0,0.0
Nurit Jacob-Yinon,,,,0.0,0.0
Nurit Kedar,6.8,9.0,1.0816653826391969,0.0,0.0
Nurita Anandia W.,6.5,6.5,,0.0,0.0
Nurith Aviv,6.633333333333333,7.2,0.5507570547286103,0.0,0.0
Nurlan Batyrov,,,,0.0,0.0
Nurlan Hasanli,,,,0.0,0.0
Nurlan Koyanbayev,5.85,6.7,0.6557438524302003,0.0,0.0
Nurlan Sanzhar,7.4,7.4,,0.0,0.0
Nurlan Segizbayev,,,,0.0,0.0
Nurmakhan Akhmetov,5.2,5.2,,0.0,0.0
Nurmalina,5.4,6.7,1.8384776310850242,0.0,0.0
Nurman Hakim,7.8,8.7,1.2727922061357848,0.0,0.0
Nursen Çetin Köreken,7.15,7.6,0.6363961030678927,0.0,0.0
Nursultan Djumabekov,,,,0.0,0.0
Nurtas Adambay,6.119999999999999,6.6,0.6016643582596533,0.0,0.0
Nurtugan Muhambetzhanov,5.5,5.5,,0.0,0.0
Nurul Ain,2.3,2.3,,0.0,0.0
Nurul Alam Atique,7.8999999999999995,8.8,0.854400374531754,0.0,0.0
Nurul Islam Parvez,7.5,7.5,,0.0,0.0
Nurul Salajuddin,5.175,5.6,0.34034296427770205,0.0,0.0
Nurullah Sevimli,6.0,6.0,,0.0,0.0
Nurulo Abdullo,,,,0.0,0.0
Nurulsyahida Fadzil,5.3999999999999995,6.2,1.1357816691600549,0.0,0.0
Nurzhan Erkinuly,,,,0.0,0.0
Nusa Ekar,,,,0.0,0.0
Nusaibah Azzahra,,,,0.0,0.0
Nusrat Badr,5.2,6.5,1.8384776310850237,0.0,0.0
Nusrat Imrose Tisha,,,,0.0,0.0
Nusrat Islam Maati,,,,0.0,0.0
Nusrat Sayyed,5.2,7.0,1.4645818515876812,0.0,0.0
Nusret Eraslan,6.1,6.9,1.1313708498984762,0.0,0.0
Nusret Mamela,8.8,8.8,,0.0,0.0
Nut Nualpang,5.8,6.8,1.5620499351813304,0.0,0.0
Nutan Naidu,3.3,3.3,,0.0,0.0
Nuthan Umesh,6.8,6.8,,0.0,0.0
Nutsa Kukhianidze,7.7,7.7,,0.0,0.0
Nutsa Tsikaridze,,,,0.0,0.0
Nuttapeera Chomsri,4.2,4.2,,0.0,0.0
Nuttiya Sirakornwilai,5.633333333333333,6.5,0.7505553499465133,0.0,0.0
Nuutti Kaunisto,,,,0.0,0.0
Nuwan Jayathilake,8.0,8.0,,0.0,0.0
Nuzaira Imam,7.8,7.8,,0.0,0.0
Nuzhat Khan,7.1,7.1,,0.0,0.0
Nwoko Chika,,,,0.0,0.0
Nya Abbas Akup,6.866666666666667,7.3,0.40414518843273783,0.0,0.0
Nyambe Nichole,,,,0.0,0.0
Nyamdavaa Baasansuren,7.3,7.5,0.2828427124746193,0.0,0.0
Nyamdulam Erdenebat,,,,0.0,0.0
Nyasha Daley,,,,0.0,0.0
Nyasha Laing,,,,0.0,0.0
Nyaya Sharma,7.3,7.3,,0.0,0.0
Nycce Bingsly,,,,0.0,0.0
Nycolas Albuquerque,,,,0.0,0.0
Nye Heron,6.8,6.8,,0.0,0.0
