primaryName,actriz_score_mean,actriz_score_max,actriz_score_std,actriz_ganador_oscar_prom,actriz_nominado_oscar_prom
Abby J. Arnold,5.9,5.9,,0.0,0.0
Abby J. Smith,,,,0.0,0.0
Abby Jacobson,7.1,7.1,,0.0,0.0
Abby James Witherspoon,,,,0.0,0.0
Abby Jane,7.6,7.6,,0.0,0.0
Abby Jarrett,,,,0.0,0.0
Abby Joy,2.3,2.3,,0.0,0.0
Abby Klingbeil,,,,0.0,0.0
Abby Knoettgen,7.9,8.6,0.9899494936611665,0.0,0.0
Abby Latip,,,,0.0,0.0
Abby Lazur,7.1,7.1,,0.0,0.0
Abby Lee,6.5,6.5,,0.0,0.0
Abby Lee Miller,,,,0.0,0.0
Abby Lewis,6.4,6.4,,0.0,0.0
Abby Lindsay,,,,0.0,0.0
Abby Lucas,,,,0.0,0.0
Abby MacAllister,5.4,5.4,,0.0,0.0
Abby Marcotte,,,,0.0,0.0
Abby Martin,4.5,4.5,,0.0,0.0
Abby Maurice,5.3,5.3,,0.0,0.0
Abby McFarlane,5.8,5.8,,0.0,0.0
Abby McGinnis,,,,0.0,0.0
Abby Miller,6.94,8.1,0.9813256340277677,0.0,0.0
Abby Morgan,7.0,7.0,,0.0,0.0
Abby Mulay,5.5,5.5,,0.0,0.0
Abby Murphy,3.5,3.5,,0.0,0.0
Abby Nadzri,5.233333333333333,5.7,0.5686240703077332,0.0,0.0
Abby Paige,,,,0.0,0.0
Abby Phillips,,,,0.0,0.0
Abby Pierce,,,,0.0,0.0
Abby Prendes,3.4,3.4,,0.0,0.0
Abby Price,5.4,5.4,,0.0,0.0
Abby Quinn,6.357142857142857,6.9,0.3552329886011098,0.0,0.0
Abby Ran,4.4,4.4,,0.0,0.0
Abby Rao,2.4,2.4,,0.0,0.0
Abby Raymond,,,,0.0,0.0
Abby Relic,3.7,3.7,,0.0,0.0
Abby Rey,2.6,2.6,,0.0,0.0
Abby Roach,5.8,5.8,,0.0,0.0
Abby Ross,4.6,4.6,,0.0,0.0
Abby Row,,,,0.0,0.0
Abby Russell,,,,0.0,0.0
Abby Ryan Collins,7.1,7.1,,0.0,0.0
Abby Ryder Fortson,7.05,7.4,0.3415650255319868,0.0,0.0
Abby Sher,,,,0.0,0.0
Abby Sherrin,5.8,5.8,,0.0,0.0
Abby Showalter,,,,0.0,0.0
Abby Simmons,4.5,4.5,,0.0,0.0
Abby Smith,4.2,4.2,,0.0,0.0
Abby Stein,7.5,7.5,,0.0,0.0
Abby Steinman,4.7,4.7,,0.0,0.0
Abby Stevens,,,,0.0,0.0
Abby Stewart,8.4,8.4,,0.0,0.0
Abby Stone,4.8,4.8,,0.0,0.0
Abby Suder,5.5,5.5,,0.0,0.0
Abby Sugrue,6.5,6.5,,0.0,0.0
Abby Swagart,6.6,6.6,,0.0,0.0
Abby Taylor,7.4,7.4,,0.0,0.0
Abby Thorin,,,,0.0,0.0
Abby Travis,6.9,6.9,,0.0,0.0
Abby Vessell,2.6,2.6,,0.0,0.0
Abby Victor,3.2,3.2,,0.0,0.0
Abby Viduya,6.844444444444445,8.2,0.7230337321161288,0.0,0.0
Abby Villasmil,,,,0.0,0.0
Abby Wagner,,,,0.0,0.0
Abby Wait,6.8,6.8,,0.0,0.0
Abby Wareham,4.0,4.0,,0.0,0.0
Abby Wathen,4.245454545454546,6.2,1.3959682205291326,0.0,0.0
Abby Watton,,,,0.0,0.0
Abby Wilde,,,,0.0,0.0
Abby Wolfe,,,,0.0,0.0
Abby Yin,4.016666666666667,5.8,1.1303391821336932,0.0,0.0
Abby Zhao,,,,0.0,0.0
Abby Zotz,5.8,5.8,,0.0,0.0
Abby de Forest,4.7,4.7,,0.0,0.0
Abbyke Domina,,,,0.0,0.0
Abbé Fisher,5.2,5.2,,0.0,0.0
Abdallah Ez Zouid,,,,0.0,0.0
Abdelhebia Chedati,6.1,6.1,,0.0,0.0
Abdine Ouédraogo,,,,0.0,0.0
Abdol Wakil,,,,0.0,0.0
Abe Bella,,,,0.0,0.0
Abeba Mengistu,,,,0.0,0.0
Abebaye Assefa,7.7,7.7,,0.0,0.0
Abebe Zegale,,,,0.0,0.0
Abeeda Scello,7.0,7.0,,0.0,0.0
Abeer AbdulKareem,8.0,8.0,,0.0,0.0
Abeer Adel,4.5,4.5,0.0,0.0,0.0
Abeer Al Saeed,,,,0.0,0.0
Abeer Aoun,5.2,5.2,,0.0,0.0
Abeer Eltoukhy,7.3,7.3,,0.0,0.0
Abeer Fareed,6.8,6.8,,0.0,0.0
Abeer Issa,6.2,6.2,,0.0,0.0
Abeer Mansour,4.2,4.2,,0.0,0.0
Abeer Mohammed,1.5,1.5,,0.0,0.0
Abeer Rizvi,2.2,2.2,,0.0,0.0
Abeer Sabry,4.3,5.8,1.260952021291849,0.0,0.0
Abeer Zeibak Haddad,7.1,7.1,,0.0,0.0
Abeer el Sharkawy,7.2,7.2,,0.0,0.0
Abeera Rubab,,,,0.0,0.0
Abeetha,4.0,4.0,,0.0,0.0
Abegail Edillo,7.6,7.6,,0.0,0.0
Abeh Onyinyechi,,,,0.0,0.0
Abel Ryu,,,,0.0,0.0
Abella Bala,5.8,5.8,,0.0,0.0
Abella Marie,4.0,4.0,,0.0,0.0
Abella Wyss,5.7,5.7,,0.0,0.0
Abena Abraham,8.8,8.8,,0.0,0.0
Abena Akuaba,,,,0.0,0.0
Abena Ayivor,4.9,5.3,0.5656854249492376,0.0,0.0
Abena Magis,,,,0.0,0.0
Abena McKenzie,,,,0.0,0.0
Abena Takyi,7.9,7.9,,0.0,0.0
Abenaa Gold,,,,0.0,0.0
Abeo Jackson,4.7,4.7,,0.0,0.0
Abgail Griggs,,,,0.0,0.0
Abha Bhattacharya,6.6,6.6,,0.0,0.0
Abha Dhulia,7.044444444444444,8.4,0.839808179156275,0.0,0.0
Abha Parmar,7.25,7.9,0.9192388155425123,0.0,0.0
Abha Paul,6.6,6.6,,0.0,0.0
Abha Shajith,,,,0.0,0.0
Abha Velankar,,,,0.0,0.0
Abhaya Hiranmayi,,,,0.0,0.0
Abhaya Lekshmi,,,,0.0,0.0
Abhi,7.0,7.3,0.4242640687119283,0.0,0.0
Abhie Canser,4.0,4.0,,0.0,0.0
Abhigna Mehta,9.0,9.0,,0.0,0.0
Abhignya Vuthaluru,,,,0.0,0.0
Abhija Sivakala,7.114285714285714,8.1,0.8315218406202998,0.0,0.0
Abhijita Kashyap,,,,0.0,0.0
Abhijith Ramaswamy,,,,0.0,0.0
Abhilash Gopal,8.9,8.9,,0.0,0.0
Abhilasha,5.45,6.4,0.8185352771872451,0.0,0.0
Abhilasha Das,5.9,5.9,,0.0,0.0
Abhilasha Patil,8.2,8.2,,0.0,0.0
Abhilasha Poul,,,,0.0,0.0
Abhilasha Rajpoot,7.6,7.6,,0.0,0.0
Abhina,,,,0.0,0.0
Abhinay,4.0,4.0,,0.0,0.0
Abhinaya,6.604166666666667,8.0,1.193270684939604,0.0,0.0
Abhinaya Sri,7.2,7.9,0.7000000000000004,0.0,0.0
Abhinayasri,5.2,6.1,0.5059644256269403,0.0,0.0
Abhirami,6.28421052631579,8.4,1.5363243139587484,0.0,0.0
Abhirami Bhargavan,,,,0.0,0.0
Abhirami Bose,,,,0.0,0.0
Abhirami Girish,,,,0.0,0.0
Abhirami Gopikumar,6.1,6.1,,0.0,0.0
Abhirami Suresh,6.7,6.7,,0.0,0.0
Abhirami Venkatachalam,7.7,7.7,,0.0,0.0
Abhitha,,,,0.0,0.0
Abi Ajoku,,,,0.0,0.0
Abi Billinghurst,6.3,6.3,,0.0,0.0
Abi Blears,,,,0.0,0.0
Abi Burgess,4.875,6.0,0.763216876123688,0.0,0.0
Abi Casson Thompson,3.4,3.5,0.14142135623730964,0.0,0.0
Abi Goldstein,4.5,4.5,,0.0,0.0
Abi Harris,,,,0.0,0.0
Abi Harrison,,,,0.0,0.0
Abi Hollcombe,,,,0.0,0.0
Abi Manox,7.8,7.8,,0.0,0.0
Abi McKenzie,6.0,6.0,,0.0,0.0
Abi Monterey,,,,0.0,0.0
Abi Natchatra,,,,0.0,0.0
Abi Niesta,7.8,7.8,0.0,0.0,0.0
Abi Owusu Boateng,,,,0.0,0.0
Abi Rose,4.5,4.5,,0.0,0.0
Abi Rose Chiodi,7.3,7.3,,0.0,0.0
Abi Sakamoto,5.9,5.9,,0.0,0.0
Abi Thorpe,6.0,6.0,,0.0,0.0
Abi Tucker,5.8,6.1,0.2999999999999998,0.0,0.0
Abi Van Andel,6.900000000000001,8.3,1.3527749258468689,0.0,0.0
Abi Watkinson,6.7,6.7,,0.0,0.0
Abiba Kabore,5.4,5.4,,0.0,0.0
Abica Dubay,4.0,4.0,,0.0,0.0
Abida,,,,0.0,0.0
Abida Frotan,8.1,8.1,,0.0,0.0
Abidah Dixon Mohamed,,,,0.0,0.0
Abidah Viera,4.0,4.0,,0.0,0.0
Abideh Al Helo,7.4,7.4,,0.0,0.0
Abie Ekenezar,,,,0.0,0.0
Abieda Salie,,,,0.0,0.0
Abiela Mardea Dwah,,,,0.0,0.0
Abies Ihenyen,3.7,3.7,,0.0,0.0
Abigael Cho,,,,0.0,0.0
Abigael Loma,,,,0.0,0.0
Abigail,4.59,6.3,1.0137389539061161,0.0,0.0
Abigail Abraham,,,,0.0,0.0
Abigail Achiri,,,,0.0,0.0
Abigail Agnew,6.8,6.8,,0.0,0.0
Abigail Alderson,,,,0.0,0.0
Abigail Alfaro,,,,0.0,0.0
Abigail Archambault,,,,0.0,0.0
Abigail Armengol,5.8,5.8,,0.0,0.0
Abigail Atkinson,8.7,8.7,,0.0,0.0
Abigail Austin,5.9,5.9,,0.0,0.0
Abigail Avila,2.7,2.7,,0.0,0.0
Abigail Bader,7.7,7.7,,0.0,0.0
Abigail Bancroft,,,,0.0,0.0
Abigail Bean,,,,0.0,0.0
Abigail Belén Armand Nappe,,,,0.0,0.0
Abigail Bianca,3.9749999999999996,4.8,0.6551081335677849,0.0,0.0
Abigail Blackmore,6.5,6.5,,0.0,0.0
Abigail Blueher,6.65,7.9,1.7677669529663689,0.0,0.0
Abigail Bonilla,5.666666666666667,6.9,1.0785793124908956,0.0,0.0
Abigail Boyle,7.5,7.5,,0.0,0.0
Abigail Breslin,6.4,7.8,0.8036375634160796,0.0,1.0
Abigail Brodie,7.4,7.4,,0.0,0.0
Abigail Browde,,,,0.0,0.0
Abigail Brower,,,,0.0,0.0
Abigail Burns,,,,0.0,0.0
Abigail C.,,,,0.0,0.0
Abigail Calcut,,,,0.0,0.0
Abigail Canton,5.4,5.4,,0.0,0.0
Abigail Cardus,,,,0.0,0.0
Abigail Carey,,,,0.0,0.0
Abigail Castanada,,,,0.0,0.0
Abigail Charbonneau,,,,0.0,0.0
Abigail Chay,5.949999999999999,6.1,0.21213203435596445,0.0,0.0
Abigail Chu,5.8,5.8,,0.0,0.0
Abigail Cibrian,,,,0.0,0.0
Abigail Clayton,6.3,6.3,0.0,0.0,0.0
Abigail Coburn,5.7,5.7,,0.0,0.0
Abigail Cohen,5.3,5.3,,0.0,0.0
Abigail Collins,9.0,9.0,,0.0,0.0
Abigail Cooper,3.0,3.0,,0.0,0.0
Abigail Cowen,,,,0.0,0.0
Abigail Coyer,8.2,8.2,,0.0,0.0
Abigail Creel,7.8,7.8,,0.0,0.0
Abigail Cruttenden,5.766666666666667,6.4,0.7767453465154027,0.0,0.0
Abigail Culwell,6.2,6.7,0.5,0.0,0.0
Abigail Davies,8.5,8.5,,0.0,0.0
Abigail Day,,,,0.0,0.0
Abigail Disney,,,,0.0,0.0
Abigail Dwight,8.6,8.6,,0.0,0.0
Abigail Eames,6.1,6.1,,0.0,0.0
Abigail Ekas,5.4,5.4,,0.0,0.0
Abigail Esmena,,,,0.0,0.0
Abigail Fatimehin,,,,0.0,0.0
Abigail Fedorowicz,5.8,5.8,,0.0,0.0
Abigail Fiadziso,,,,0.0,0.0
Abigail Finch,,,,0.0,0.0
Abigail Florido,7.800000000000001,7.9,0.14142135623730995,0.0,0.0
Abigail Fox,6.3,6.3,,0.0,0.0
Abigail Fraeman,,,,0.0,0.0
Abigail Frantz,,,,0.0,0.0
Abigail Friend,7.5,7.5,,0.0,0.0
Abigail G. Holmes,2.3,2.3,,0.0,0.0
Abigail G. Smith,7.3,7.3,,0.0,0.0
Abigail Gerdes,7.2,7.2,,0.0,0.0
Abigail Gerow,,,,0.0,0.0
Abigail Gibson,,,,0.0,0.0
Abigail Gogo,,,,0.0,0.0
Abigail Gonzalez,,,,0.0,0.0
Abigail Good,3.4000000000000004,4.9,2.121320343559643,0.0,0.0
Abigail Gore,,,,0.0,0.0
Abigail Grace Korenthal,,,,0.0,0.0
Abigail Gresela Pasande,,,,0.0,0.0
Abigail Griffiths,,,,0.0,0.0
Abigail Gudgeon,5.5,5.5,,0.0,0.0
Abigail Guerrero,7.5,7.5,,0.0,0.0
Abigail Hailey,3.5,3.5,,0.0,0.0
Abigail Hall,5.95,7.2,1.7677669529663689,0.0,0.0
Abigail Halley,3.4,3.4,,0.0,0.0
Abigail Hamilton,5.8500000000000005,8.3,1.7282939564784692,0.0,0.0
Abigail Haralson,,,,0.0,0.0
Abigail Hardingham,6.8999999999999995,8.2,1.8384776310850233,0.0,0.0
Abigail Hastings,,,,0.0,0.0
Abigail Hawk,4.6,4.6,0.0,0.0,0.0
Abigail Hendrick,,,,0.0,0.0
Abigail Hewitt,,,,0.0,0.0
Abigail Hollick,5.1,5.1,,0.0,0.0
Abigail Hood,4.3,4.3,,0.0,0.0
Abigail Hubbell,,,,0.0,0.0
Abigail Hudson,,,,0.0,0.0
Abigail Hunt,,,,0.0,0.0
Abigail Huxley,,,,0.0,0.0
Abigail Imevbore,,,,0.0,0.0
Abigail Isom,5.9,5.9,,0.0,0.0
Abigail Iversen,5.9,5.9,,0.0,0.0
Abigail Jackson,,,,0.0,0.0
Abigail Jamu,,,,0.0,0.0
Abigail Janicki,8.3,8.3,,0.0,0.0
Abigail Jayne Martin,5.0,5.0,,0.0,0.0
Abigail Kammeraad-Campbell,5.4,5.4,,0.0,0.0
Abigail Kate Thomas,,,,0.0,0.0
Abigail Kigbu,,,,0.0,0.0
Abigail Killmeier,,,,0.0,0.0
Abigail Kim,6.3,6.3,,0.0,0.0
Abigail Klein,4.8,4.8,,0.0,0.0
Abigail Knoettgen,8.6,8.6,,0.0,0.0
Abigail Kollek,7.1,7.1,,0.0,0.0
Abigail Kot,,,,0.0,0.0
Abigail Kubeka,6.5,7.7,1.3114877048604001,0.0,0.0
Abigail Larsen,,,,0.0,0.0
Abigail Laurent,,,,0.0,0.0
Abigail Law-Briggs,4.0,4.4,0.5656854249492381,0.0,0.0
Abigail Lawrie,6.7,6.7,,0.0,0.0
Abigail Leigh,7.9,7.9,,0.0,0.0
Abigail Lenz,5.9,5.9,,0.0,0.0
Abigail Lockhart,4.1,4.1,,0.0,0.0
Abigail Lopez,3.5,3.5,,0.0,0.0
Abigail Louise,,,,0.0,0.0
Abigail Lowe,7.0,7.0,,0.0,0.0
Abigail Lucas,5.0,5.0,,0.0,0.0
Abigail Ludrof,,,,0.0,0.0
Abigail Main,6.8,6.8,,0.0,0.0
Abigail Manns,,,,0.0,0.0
Abigail Markowitz,,,,0.0,0.0
Abigail Marlowe,6.2,7.6,1.4525839046333946,0.0,0.0
Abigail Marshall,,,,0.0,0.0
Abigail Mary,3.8,3.8,,0.0,0.0
Abigail Mason,4.425,6.0,1.3573871960498232,0.0,0.0
Abigail Mavity,5.933333333333334,6.2,0.37859388972001856,0.0,0.0
Abigail McCain,,,,0.0,0.0
Abigail McDonald,,,,0.0,0.0
Abigail McFarlane,5.6,5.6,,0.0,0.0
Abigail McKern,3.9499999999999997,4.1,0.21213203435596414,0.0,0.0
Abigail McLaughlin,,,,0.0,0.0
Abigail Mcnair,7.6,7.6,,0.0,0.0
Abigail Molina,7.8,7.8,,0.0,0.0
Abigail Morell,6.0,6.0,,0.0,0.0
Abigail Morgan,4.666666666666667,5.1,0.665832811847939,0.0,0.0
Abigail O. Abel,7.0,7.0,,0.0,0.0
Abigail Okonkwo,,,,0.0,0.0
Abigail Olson,,,,0.0,0.0
Abigail Ory,7.4,7.4,,0.0,0.0
Abigail Owusua Boateng,,,,0.0,0.0
Abigail Parker Brown,,,,0.0,0.0
Abigail Pereira,6.8,6.8,,0.0,0.0
Abigail Pfiester Rue,,,,0.0,0.0
Abigail Piñon,,,,0.0,0.0
Abigail Pniowsky,6.125,7.9,1.3073510112692257,0.0,0.0
Abigail Pogrebin,7.4,7.4,,0.0,0.0
Abigail Poplin,7.1,7.1,,0.0,0.0
Abigail Prudames,7.1,7.1,,0.0,0.0
Abigail Ramsdale,,,,0.0,0.0
Abigail Ray,6.05,7.0,1.3435028842544405,0.0,0.0
Abigail Rheem,7.8,7.8,0.0,0.0,0.0
Abigail Rhyne,6.1,6.1,,0.0,0.0
Abigail Rice,5.0,5.0,,0.0,0.0
Abigail Richie,5.0,5.0,,0.0,0.0
Abigail Rohde,,,,0.0,0.0
Abigail Rose,3.6,3.6,,0.0,0.0
Abigail Rose Christensen,1.8,1.8,,0.0,0.0
Abigail Rose Cornell,6.3999999999999995,7.2,0.7000000000000004,0.0,0.0
Abigail Rose Young,3.4,3.4,,0.0,0.0
Abigail Rosen,6.7,6.7,,0.0,0.0
Abigail Rosser,6.9,6.9,,0.0,0.0
Abigail Sakari,4.6,4.6,,0.0,0.0
Abigail Sanchez,5.6,5.6,,0.0,0.0
Abigail Savage,5.5,5.5,,0.0,0.0
Abigail Schrader,3.6,3.6,,0.0,0.0
Abigail Scott,5.0,5.0,,0.0,0.0
Abigail Sims,5.5,5.5,,0.0,0.0
Abigail Smith,,,,0.0,0.0
Abigail Spencer,5.3875,7.1,1.0525366185237135,0.0,0.0
Abigail Stanton,5.2,5.2,,0.0,0.0
Abigail Stavros,,,,0.0,0.0
Abigail Stone,5.3,5.3,,0.0,0.0
Abigail Susan Williams,4.0,4.0,,0.0,0.0
Abigail Tarttelin,4.9,4.9,,0.0,0.0
Abigail Taylor,7.3,7.3,,0.0,0.0
Abigail Tetteh,,,,0.0,0.0
Abigail Thorn,8.85,9.1,0.3535533905932738,0.0,0.0
Abigail Tikunoff,6.4,6.4,,0.0,0.0
Abigail Titmuss,3.75,4.1,0.33166247903553986,0.0,0.0
Abigail Turner,,,,0.0,0.0
Abigail Van Patten,6.6,8.0,1.9798989873223325,0.0,0.0
Abigail Villafan,,,,0.0,0.0
Abigail Walter,6.6,6.6,,0.0,0.0
Abigail Washburn,,,,0.0,0.0
Abigail Waxman,9.0,9.0,,0.0,0.0
Abigail White,6.3,7.3,1.4142135623730951,0.0,0.0
Abigail Whitley,,,,0.0,0.0
Abigail Wild,,,,0.0,0.0
Abigail Wiley,7.6,7.6,,0.0,0.0
Abigail Wirtz,,,,0.0,0.0
Abigail Wisdom,2.6,2.6,,0.0,0.0
Abigail Wolcott,3.7,3.7,,0.0,0.0
Abigail Wright,4.45,5.7,1.7677669529663689,0.0,0.0
Abigail Ycasas,7.7,9.0,1.8384776310850233,0.0,0.0
Abigail Zavaleta,,,,0.0,0.0
Abigail Zealey,3.0,3.0,,0.0,0.0
Abigail de Groot,5.8,5.8,,0.0,0.0
Abigal Siswo,,,,0.0,0.0
Abigale Martuccio,,,,0.0,0.0
Abigaíl Martínez,,,,0.0,0.0
Abigél Szõke,6.800000000000001,7.2,0.5656854249492376,0.0,0.0
Abiha Naqvi,,,,0.0,0.0
Abijah Sarmenta,6.9,6.9,,0.0,0.0
Abilasha Muthoni,,,,0.0,0.0
Abimbola Adebajo,,,,0.0,0.0
Abimbola Albert,,,,0.0,0.0
Abimbola Beauty,,,,0.0,0.0
Abimbola Craig,4.9,4.9,,0.0,0.0
Abin Andrews,,,,0.0,0.0
Abinash Sharma,8.3,8.3,,0.0,0.0
Abinaya,,,,0.0,0.0
Abini Aadi,5.800000000000001,6.4,0.8485281374238575,0.0,0.0
Abinitha,,,,0.0,0.0
Abiodun Christiana,,,,0.0,0.0
Abiola Abefe,,,,0.0,0.0
Abiola Abrams,,,,0.0,0.0
Abiola Atanda,5.35,6.1,1.0606601717798212,0.0,0.0
Abiola Eboda,,,,0.0,0.0
Abiola Kareem,,,,0.0,0.0
Abiola Segun-Williams,,,,0.0,0.0
Abir Abrar,7.6,7.6,,0.0,0.0
Abir Adel,3.2,3.2,,0.0,0.0
Abir Ali,2.5,2.5,,0.0,0.0
Abir Bennani,6.566666666666666,6.7,0.15275252316519494,0.0,0.0
Abir Chadad,6.6,6.6,,0.0,0.0
Abir Hashem,6.9,6.9,,0.0,0.0
Abirami,6.45,6.7,0.3535533905932738,0.0,0.0
Abirami Oli,,,,0.0,0.0
Abisha Uhl,4.2,4.2,,0.0,0.0
Abitha,6.3,8.1,1.670329308849006,0.0,0.0
Abitha Venkat,,,,0.0,0.0
Abizars,6.3,6.3,,0.0,0.0
Abka Chuliya,7.9,7.9,,0.0,0.0
Abke Haring,,,,0.0,0.0
Abla Kamel,6.316666666666666,8.2,1.1294194239936364,0.0,0.0
Abla Khoury,7.3,7.3,,0.0,0.0
Abnara Gomes Varela,,,,0.0,0.0
Abolfazl Aghakhani,,,,0.0,0.0
Aboli Jadhav,8.5,8.5,,0.0,0.0
Abra,6.0,6.0,,0.0,0.0
Abra Burkett,2.9,2.9,,0.0,0.0
Abra May,3.3,3.3,,0.0,0.0
Abra Moore,6.0,6.0,,0.0,0.0
Abraline Benson,,,,0.0,0.0
Abramova Tatiana,,,,0.0,0.0
Abrar Faisal,,,,0.0,0.0
Abrasia Ayuk,7.5,7.5,,0.0,0.0
Abraão Ribeiro,4.9,4.9,,0.0,0.0
Abri,,,,0.0,0.0
Abriahna Smith,5.2,5.2,,0.0,0.0
Abriana Avila,,,,0.0,0.0
Abrianna Davidson,5.4,5.4,,0.0,0.0
Abriella Gonzales,5.2,5.2,,0.0,0.0
Abrielle Kuo,,,,0.0,0.0
Abril Amaranta,5.85,6.5,0.9192388155425113,0.0,0.0
Abril Campillo,5.7823529411764705,7.1,0.7731714671708072,0.0,0.0
Abril Capitani,,,,0.0,0.0
Abril Cargiulo,6.0,6.0,,0.0,0.0
Abril Carrillo,,,,0.0,0.0
Abril Cira,6.1,6.1,,0.0,0.0
Abril Garcia,6.199999999999999,6.3,0.14142135623730995,0.0,0.0
Abril Gjurinovic,,,,0.0,0.0
Abril Jauregui,,,,0.0,0.0
Abril Mayett,7.5,7.5,,0.0,0.0
Abril Medina,4.6,4.6,0.0,0.0,0.0
Abril Michel,,,,0.0,0.0
Abril Montilla,,,,0.0,0.0
Abril Méndez,7.6,7.6,,0.0,0.0
Abril Ramos Xochiteotzin,5.2,5.2,,0.0,0.0
Abril Reyes,7.5,7.5,,0.0,0.0
Abril Sanchez,5.6,5.6,,0.0,0.0
Abril Sauceda,,,,0.0,0.0
Abril Schreiber,6.0,7.4,1.30384048104053,0.0,0.0
Abril Suescun,,,,0.0,0.0
Abril Suliansky,,,,0.0,0.0
Abril Urrutia,,,,0.0,0.0
Abril Zamora,5.05,6.8,2.254624876411447,0.0,0.0
Abril Álvarez,,,,0.0,0.0
Abrilia Jones,,,,0.0,0.0
Abrina Bosman,7.949999999999999,8.2,0.35355339059327345,0.0,0.0
Abrina Krasnov,6.9,6.9,,0.0,0.0
Absa Diatou Toure,8.5,8.5,,0.0,0.0
Abu Blessing,,,,0.0,0.0
Abu Khan,,,,0.0,0.0
Abubakar A. Samura,,,,0.0,0.0
Abundance Child,,,,0.0,0.0
Aby Smidt,2.2,2.2,,0.0,0.0
Abélia Nordmann,,,,0.0,0.0
Acacia Albida,4.6,4.6,,0.0,0.0
Acacia Daken,,,,0.0,0.0
Acacia Hapi,6.6,6.6,,0.0,0.0
Acacia Leigh Duncan,7.0,7.0,,0.0,0.0
Acacia Makarewicz,3.9,3.9,,0.0,0.0
Acadia Bost,,,,0.0,0.0
Acadia Colan,6.3,7.6,1.8384776310850233,0.0,0.0
Acauã Malta,,,,0.0,0.0
Accalia Quintana,5.7,7.8,2.9698484809834995,0.0,0.0
Ace,,,,0.0,0.0
Ace Aenlle Cruz,5.8,5.8,,0.0,0.0
Ace Cross Crook,,,,0.0,0.0
Ace Hicks,6.266666666666667,6.3,0.05773502691896237,0.0,0.0
Ace Ryan,5.4,5.4,,0.0,0.0
Ace Whitman,3.7,3.7,,0.0,0.0
Acei Martin,7.3,7.3,,0.0,0.0
Acela Kuandykova,,,,0.0,0.0
Acelina Kuchukova,4.7,4.7,,0.0,0.0
Acelya Alver,6.1,6.1,,0.0,0.0
Acelya Devrim Yilhan,5.9,6.0,0.14142135623730995,0.0,0.0
Acelya Nazli Tekarslan,4.0,4.8,1.1313708498984758,0.0,0.0
Acha Septriasa,6.18,8.0,1.4699773240881417,0.0,0.0
Acha Sinaga,8.1,8.1,,0.0,0.0
Achala Alles,,,,0.0,0.0
Achala Nagar,6.6,6.6,,0.0,0.0
Achala Sachdev,6.5473684210526315,8.3,0.8720061564244286,0.0,0.0
Achanya Maris,,,,0.0,0.0
Achap Anatou Abrahams,,,,0.0,0.0
Achara Kirk,,,,0.0,0.0
Achel Chang,4.9,4.9,,0.0,0.0
Achila,7.5,7.5,,0.0,0.0
Achini Bandaranayake,6.2,6.2,,0.0,0.0
Achinoam Nini,5.1,5.1,,0.0,0.0
Achint Kaur,5.5625,7.3,1.2120918557051141,0.0,0.0
Achiraya Nitibhon,6.7,6.7,,0.0,0.0
Achita Sikamana,6.033333333333333,7.8,1.0735455276791945,0.0,0.0
Achok Majak,5.8,5.8,,0.0,0.0
Achol,5.4875,6.6,0.8903249807955361,0.0,0.0
Achouackh Abakar Souleymane,6.4,6.4,,0.0,0.0
Achtara Suwan,6.25,6.4,0.21213203435596475,0.0,0.0
Achu Malavika,,,,0.0,0.0
Achua Oluchi,,,,0.0,0.0
Aci Resti,5.166666666666667,6.4,1.8823743871327334,0.0,0.0
Acia Gray,,,,0.0,0.0
Acintyaswati Widianing,6.3,6.3,,0.0,0.0
Acira,7.9,7.9,,0.0,0.0
Acquanetta,5.5,5.5,,0.0,0.0
Actress Valentine,,,,0.0,0.0
Actually Huizenga,7.05,7.3,0.3535533905932738,0.0,0.0
Acuna Gisselle,4.5,4.5,,0.0,0.0
Acushla-Tara Kupe,5.5,6.2,0.9899494936611668,0.0,0.0
Acácia Andréa,4.15,4.4,0.35355339059327423,0.0,0.0
Acácia Pantoja,4.2,4.2,,0.0,0.0
Acácia Thiele,6.9,6.9,,0.0,0.0
Ada,6.3,6.3,,0.0,0.0
Ada 'Krysia' Willenberg,,,,0.0,0.0
Ada Aimée de la Cruz,6.7,6.7,,0.0,0.0
Ada Alberto,4.4,4.9,0.707106781186548,0.0,0.0
Ada Ameh,5.525,6.4,0.736545993132812,0.0,0.0
Ada Argüello,5.8,5.8,,0.0,0.0
Ada Baykan,,,,0.0,0.0
Ada Bel,,,,0.0,0.0
Ada Bello,,,,0.0,0.0
Ada Ben-Nahum,7.5,7.5,,0.0,0.0
Ada Blomqvist,2.8,2.8,,0.0,0.0
Ada Bouwman,6.8,6.8,,0.0,0.0
Ada Carrasco,6.237037037037037,7.8,0.9810309130815665,0.0,0.0
Ada Chalse,,,,0.0,0.0
Ada Chaseliov,5.65,6.1,0.6363961030678927,0.0,0.0
Ada Choi,5.8307692307692305,7.8,1.0023050357128735,0.0,0.0
Ada Condeescu,5.877777777777777,7.0,1.0109126789413836,0.0,0.0
Ada D'Albon Azimioara,7.6,8.6,1.4142135623730951,0.0,0.0
Ada Diallo,,,,0.0,0.0
Ada Dike,,,,0.0,0.0
Ada Douglas,,,,0.0,0.0
Ada Ebere,,,,0.0,0.0
Ada Edith Iroajanma,,,,0.0,0.0
Ada Eide,7.2,7.2,,0.0,0.0
