primaryName,director_score_mean,director_score_max,director_score_std,director_ganador_oscar_prom,director_nominado_oscar_prom
Aaron Schimberg,6.2,6.5,0.4242640687119283,0.0,0.0
Aaron Schneider,7.0,7.0,0.0,0.0,0.0
Aaron Schock,7.0,7.0,,0.0,0.0
Aaron Schultz,,,,0.0,0.0
Aaron Schuppan,,,,0.0,0.0
Aaron Sears,4.6,4.6,,0.0,0.0
Aaron Seltzer,3.0875,4.2,0.777243297080871,0.0,0.0
Aaron Sharff,6.4,6.4,,0.0,0.0
Aaron Sheedy,,,,0.0,0.0
Aaron Shipp,8.2,8.2,,0.0,0.0
Aaron Shuster,5.8,5.8,,0.0,0.0
Aaron Sinclair,,,,0.0,0.0
Aaron Singfield,3.2,3.2,,0.0,0.0
Aaron Smith,8.2,8.2,,0.0,0.0
Aaron Sorkin,7.550000000000001,7.7,0.21213203435596445,0.0,0.0
Aaron Southgate,7.6,7.6,,0.0,0.0
Aaron Sparks,5.0,5.0,,0.0,0.0
Aaron Speiser,5.9,5.9,,0.0,0.0
Aaron St. Clair,,,,0.0,0.0
Aaron Stell,,,,0.0,0.0
Aaron Stevenson,4.133333333333333,4.3,0.15275252316519428,0.0,0.0
Aaron Stielstra,6.15,6.4,0.3535533905932738,0.0,0.0
Aaron Strey,,,,0.0,0.0
Aaron Szimanski,,,,0.0,0.0
Aaron T. Wells,6.7,6.7,,0.0,0.0
Aaron Thomas,4.6,4.6,,0.0,0.0
Aaron Toronto,,,,0.0,0.0
Aaron Townsend,,,,0.0,0.0
Aaron Trinder,,,,0.0,0.0
Aaron Truss,,,,0.0,0.0
Aaron Tsindos,,,,0.0,0.0
Aaron Ugede,,,,0.0,0.0
Aaron Van Doren,3.8,3.8,,0.0,0.0
Aaron Vanderkley,,,,0.0,0.0
Aaron Vanek,5.8,5.8,,0.0,0.0
Aaron Vega,7.0,7.0,,0.0,0.0
Aaron Wagner,,,,0.0,0.0
Aaron Walker,8.6,8.6,,0.0,0.0
Aaron Walker III,,,,0.0,0.0
Aaron Warr,5.6,5.6,,0.0,0.0
Aaron Warren,3.6,3.6,,0.0,0.0
Aaron Warwick,3.7,3.7,,0.0,0.0
Aaron Weiss,,,,0.0,0.0
Aaron Wertheimer,7.550000000000001,8.4,1.2020815280171306,0.0,0.0
Aaron Whitley,6.8,6.8,,0.0,0.0
Aaron Wilson,4.9,4.9,,0.0,0.0
Aaron Winneroski,,,,0.0,0.0
Aaron Wolf,6.199999999999999,8.6,3.3941125496954276,0.0,0.0
Aaron Woodley,5.483333333333333,6.2,0.7082843120291923,0.0,0.0
Aaron Woolf,6.7,7.0,0.4242640687119283,0.0,0.0
Aaron Woolfolk,6.4,6.4,,0.0,0.0
Aaron Yamasato,4.1,4.9,1.1313708498984762,0.0,0.0
Aaron Yeger,7.5,7.5,,0.0,0.0
Aaron Yoder,,,,0.0,0.0
Aaron Young,8.166666666666666,8.8,0.5686240703077335,0.0,0.0
Aaron Youngblood,,,,0.0,0.0
Aaron Zavitz,,,,0.0,0.0
Aaron Zeghers,6.4,6.4,,0.0,0.0
Aaron-Jon North,,,,0.0,0.0
Aarthi Kumar,6.4,6.4,,0.0,0.0
Aarti S. Bagdi,7.6,7.6,,0.0,0.0
Aarti Shrivastava,8.6,8.6,,0.0,0.0
Aaru Raja,,,,0.0,0.0
Aarun Nagar,8.3,8.3,,0.0,0.0
Aarushi Nigam,,,,0.0,0.0
Aarviyar,,,,0.0,0.0
Aaryaan Saxena,7.7,7.7,,0.0,0.0
Aaryan Chandra Prakash,,,,0.0,0.0
Aaryan Krishna,,,,0.0,0.0
Aaryk Noctivagus,,,,0.0,0.0
Aarón Acuña,,,,0.0,0.0
Aarón Alonso,,,,0.0,0.0
Aarón Fernández Lesur,7.475,8.4,0.9639329160614167,0.0,0.0
Aarón Herzai,8.3,8.3,,0.0,0.0
Aasaf Ainapore,8.2,8.2,,0.0,0.0
Aase Schmidt,6.8,8.1,1.8384776310850233,0.0,0.0
Aash Aaron,4.133333333333334,7.2,2.6558112382722787,0.0,0.0
Aashiq Abu,6.5875,7.7,1.425720369297069,0.0,0.0
Aashish Kailas Jain,,,,0.0,0.0
Aasif Kshathriya,,,,0.0,0.0
Aasish Mitra,,,,0.0,0.0
Aaslaug Vaa,6.1,6.1,,0.0,0.0
Aasma Pawaskar,7.6,7.6,,0.0,0.0
Aasmaan Bhardwaj,,,,0.0,0.0
Aasne Vaa Greibrokk,6.0,6.0,,0.0,0.0
Aasutosh Dhoj Karki,,,,0.0,0.0
Aathiraj,5.4,5.4,,0.0,0.0
Aatish Kapadia,7.3,7.3,,0.0,0.0
Aatla Arjun Reddy,,,,0.0,0.0
Aatmaram Dharne,5.949999999999999,7.3,1.909188309203678,0.0,0.0
Aaton Cohen-Sitt,8.4,8.4,,0.0,0.0
Aaveen Marandi,,,,0.0,0.0
Aayush Saxena,,,,0.0,0.0
Ab Winsemius,,,,0.0,0.0
Ab van Ieperen,5.8,5.8,,0.0,0.0
Ababacar Samb-Makharam,6.95,7.5,0.7778174593052021,0.0,0.0
Abagail Vanmerlin,,,,0.0,0.0
Abai Karpykov,6.25,6.9,0.9192388155425123,0.0,0.0
Abai Kulbai,,,,0.0,0.0
Abakar Chene Massar,5.9,5.9,,0.0,0.0
Aban Bharucha Deohans,,,,0.0,0.0
Aban Raza,5.5,5.5,,0.0,0.0
Abas Aram,4.3,4.3,,0.0,0.0
Abassi Okoro,,,,0.0,0.0
Abba Makama,5.95,6.0,0.0707106781186545,0.0,0.0
Abbas A Rahmath,,,,0.0,0.0
Abbas Ahmadi Motlagh,5.9,5.9,,0.0,0.0
Abbas Ahmadzadeh,,,,0.0,0.0
Abbas Akbar,5.7,5.7,,0.0,0.0
Abbas Al-Yousefi,,,,0.0,0.0
Abbas Ali Ezzati,,,,0.0,0.0
Abbas Alibhai Burmawalla,5.788888888888889,7.6,1.1261014941662226,0.0,0.0
Abbas Amini,6.2,6.6,0.5291502622129182,0.0,0.0
Abbas Askari,,,,0.0,0.0
Abbas Dastmalchi,3.8,3.8,,0.0,0.0
Abbas Fahdel,7.959999999999999,9.0,1.165332570556577,0.0,0.0
Abbas Ghazali,6.6,6.6,,0.0,0.0
Abbas Jahanbakhsh,,,,0.0,0.0
Abbas Jalilvand,3.7,3.7,,0.0,0.0
Abbas Kamel,5.92,6.6,0.5167204273105523,0.0,0.0
Abbas Kasayi,6.199999999999999,7.1,1.272792206135785,0.0,0.0
Abbas Khajevand,4.4,5.0,0.8485281374238568,0.0,0.0
Abbas Kiarostami,7.208333333333333,8.2,0.5115336417740934,0.0,0.0
Abbas Lajevardi,,,,0.0,0.0
Abbas Moradian,,,,0.0,0.0
Abbas Nezamdoost,4.9,4.9,,0.0,0.0
Abbas Rafei,6.2727272727272725,8.4,1.1696930444273912,0.0,0.0
Abbas Raziji,6.25,6.5,0.3535533905932738,0.0,0.0
Abbas Rezaie,,,,0.0,0.0
Abbas Sendi,6.1,6.1,,0.0,0.0
Abbas Shabaviz,5.2,6.6,1.34350288425444,0.0,0.0
Abbas Teymoori,,,,0.0,0.0
Abbas Tyrewala,6.800000000000001,7.4,0.8485281374238575,0.0,0.0
Abbe Borov,,,,0.0,0.0
Abbe Hassan,,,,0.0,0.0
Abbe Robinson,,,,0.0,0.0
Abbe Wool,6.3,6.3,,0.0,0.0
Abbeam Ampomah Danso,,,,0.0,0.0
Abbey Abimbola,,,,0.0,0.0
Abbey Neidik,8.133333333333333,9.2,0.8664102184685186,0.0,0.0
Abbi Moreno,8.7,8.7,,0.0,0.0
Abbie Perrault,,,,0.0,0.0
Abbie Reese,8.3,8.3,,0.0,0.0
Abbo Dela Cruz,6.822222222222222,8.1,0.7293452162347022,0.0,0.0
Abby Ainsworth,6.6,6.6,,0.0,0.0
Abby Arnold,,,,0.0,0.0
Abby Berendt Lavoi,,,,0.0,0.0
Abby Buchmeyer,,,,0.0,0.0
Abby Deaton,,,,0.0,0.0
Abby Dowsett,,,,0.0,0.0
Abby Epstein,7.3,7.3,0.0,0.0,0.0
Abby Ginzberg,7.183333333333334,9.5,1.596767568140919,0.0,0.0
Abby Hagan,,,,0.0,0.0
Abby Kohn,5.7,5.7,,0.0,0.0
Abby Martin,4.5,4.5,,0.0,0.0
Abby Mohaddes,,,,0.0,0.0
Abd Al Malik,5.5,5.5,,0.0,0.0
Abd Alkader Habak,,,,0.0,0.0
Abd Alrahman Dukmak,,,,0.0,0.0
Abd Latif Ismail,,,,0.0,0.0
Abdallah Al Saman,3.2,3.2,,0.0,0.0
Abdallah Al-Khatib,,,,0.0,0.0
Abdallah Al-Mubahi,4.4,4.4,,0.0,0.0
Abdallah Badis,7.4,7.4,,0.0,0.0
Abdallah Chamekh,,,,0.0,0.0
Abdallah El Binni,7.3,7.3,,0.0,0.0
Abdallah Omeish,8.1,8.1,,0.0,0.0
Abdallah Yahya,8.649999999999999,9.1,0.6363961030678924,0.0,0.0
Abdallah Zerouali,,,,0.0,0.0
Abdel Aziz Gad,6.5,6.5,,0.0,0.0
Abdel Fattah Madbouly,4.2,4.2,,0.0,0.0
Abdel Fiftibayev,6.8,6.8,,0.0,0.0
Abdel Fiftybayev,,,,0.0,0.0
Abdel Hadi Al Rawi,5.6,5.6,,0.0,0.0
Abdel Hamid El-Shazly,5.0,5.0,,0.0,0.0
Abdel Latif Zaky,4.4,4.4,,0.0,0.0
Abdel Monem Shokry,5.466666666666666,7.2,1.553490693030806,0.0,0.0
Abdel Qissi,,,,0.0,0.0
Abdel Rahman El Khamesy,7.55,8.5,1.3435028842544405,0.0,0.0
Abdel Raouf Dafri,6.2,6.2,,0.0,0.0
Abdel Salam Shehada,7.8,7.8,,0.0,0.0
Abdel Tantane,,,,0.0,0.0
Abdel Tornes,,,,0.0,0.0
Abdel Wahed Askar,,,,0.0,0.0
Abdelali Boutibi,,,,0.0,0.0
Abdelatif Hwidar,4.6,4.6,,0.0,0.0
Abdelaziz Tolbi,,,,0.0,0.0
Abdelfattah Arrom,,,,0.0,0.0
Abdelhafidh Bouassida,7.4,7.4,,0.0,0.0
Abdelhai Laraki,6.1,6.4,0.42426406871192857,0.0,0.0
Abdelhamid Bouchnak,6.8,7.5,0.9899494936611668,0.0,0.0
Abdelilah El Jaouhary,,,,0.0,0.0
Abdelkader Belhedi,8.5,8.5,,0.0,0.0
Abdelkader Lagtaa,7.375,7.6,0.2872281323269013,0.0,0.0
Abdelkarim El-Fassi,,,,0.0,0.0
Abdelkrim Baba Aissa,,,,0.0,0.0
Abdelkrim Bahloul,5.5600000000000005,7.4,2.08877954796575,0.0,0.0
Abdelkrim Derkaoui,5.9,5.9,,0.0,0.0
Abdellah Ferkous,,,,0.0,0.0
Abdellah Masbahi,,,,0.0,0.0
Abdellah Taïa,5.6,5.6,,0.0,0.0
Abdellatif Abdelhamid,7.340000000000001,7.6,0.23021728866442673,0.0,0.0
Abdellatif Ben Ammar,8.14,9.1,1.0064790112068907,0.0,0.0
Abdellatif Kechiche,6.628571428571428,7.7,1.142678557475498,0.0,0.0
Abdellatif Zaki,5.3,5.3,,0.0,0.0
Abdelouahed Mjahed,,,,0.0,0.0
Abdelrahman Yasser,5.9,6.4,0.7071067811865476,0.0,0.0
Abdelsallam Al-Hajj,8.6,8.6,,0.0,0.0
Abdelwaheb Bouden,9.4,9.4,,0.0,0.0
Abdenour Zahzah,,,,0.0,0.0
Abderrahmane Bouguermouh,6.6,6.6,,0.0,0.0
Abderrahmane Sissako,6.94,7.5,0.3646916505762094,0.0,0.0
Abderrazak Larbi-Chérif,,,,0.0,0.0
Abderrazek Hammami,7.9,7.9,,0.0,0.0
Abdeslam Kelai,7.0,7.0,,0.0,0.0
Abdi Jama,,,,0.0,0.0
Abdi Wiyono,,,,0.0,0.0
Abdiel Colberg,6.0,7.0,1.646207763315433,0.0,0.0
Abdisa Mitku,,,,0.0,0.0
Abdisalam Aato,,,,0.0,0.0
Abdolali Khorami,,,,0.0,0.0
Abdolhassan Barzideh,5.0,5.0,,0.0,0.0
Abdolhossein Laleh,,,,0.0,0.0
Abdollah Ghiabi,4.75,5.2,0.636396103067893,0.0,0.0
Abdolrasoul Golbon,6.5,6.5,,0.0,0.0
Abdolreza Firoozan,,,,0.0,0.0
Abdolreza Kahani,5.5200000000000005,6.8,1.5746604572273848,0.0,0.0
Abdolreza Kohanrouz,,,,0.0,0.0
Abdolreza Nematollahi,1.0,1.0,,0.0,0.0
Abdoreza Rahmaninasab,,,,0.0,0.0
Abdoul Aziz Cissé,,,,0.0,0.0
Abdoul Aziz Nikiema,,,,0.0,0.0
Abdoul Bagué,,,,0.0,0.0
Abdoul Karim Koné,,,,0.0,0.0
Abdoulaye Ascofare,7.3,7.3,,0.0,0.0
Abdoulaye D. Sow,,,,0.0,0.0
Abdoulaye Dao,7.199999999999999,7.3,0.14142135623730995,0.0,0.0
Abdoulaye Diallo,,,,0.0,0.0
Abdourahim Tapsoba,,,,0.0,0.0
Abdu Dandridge,4.5,4.5,,0.0,0.0
Abdukerim Abliz,,,,0.0,0.0
Abdul Aziz,,,,0.0,0.0
Abdul Aziz Khokhar,,,,0.0,0.0
Abdul Khadir,,,,0.0,0.0
Abdul Khaliq Alil,6.9,6.9,,0.0,0.0
Abdul Latif Bachchu,5.1,5.1,,0.0,0.0
Abdul Latif Salazar,7.2,7.2,,0.0,0.0
Abdul Majid,8.4,8.4,,0.0,0.0
Abdul Majid Khan,6.0,6.0,,0.0,0.0
Abdul Majith,5.433333333333334,6.0,0.981495457622364,0.0,0.0
Abdul Malik Abbott,4.3,4.3,,0.0,0.0
Abdul Mannan,5.3,5.8,0.7071067811865476,0.0,0.0
Abdul Mohsin Kidwai,,,,0.0,0.0
Abdul Nizam,,,,0.0,0.0
Abdul Qaiyum Leon,7.0,7.0,,0.0,0.0
Abdul Qayyoom Khan,6.5,7.9,1.9798989873223336,0.0,0.0
Abdul Rahim Khan,,,,0.0,0.0
Abdul Rahman,,,,0.0,0.0
Abdul Rahman Gbla,,,,0.0,0.0
Abdul Rahman Sallehudin,,,,0.0,0.0
Abdul Rasheed,,,,0.0,0.0
Abdul Rashid Kardar,6.1,6.1,,0.0,0.0
Abdul Razak Mohaideen,6.2,6.2,,0.0,0.0
Abdul Sattar,9.0,9.0,,0.0,0.0
Abdul Stone Jackson,,,,0.0,0.0
Abdul T. Sesay,,,,0.0,0.0
Abdulalem Al Shamery,,,,0.0,0.0
Abdulaziz Al-Amar,6.65,6.7,0.07071067811865482,0.0,0.0
Abdulaziz Aldughaither,,,,0.0,0.0
Abdulaziz Almuzaini,,,,0.0,0.0
Abdulaziz Alshlahei,6.699999999999999,6.8,0.14142135623730995,0.0,0.0
Abdulaziz Hashshad,4.1,5.3,1.6970562748477143,0.0,0.0
Abdulelah Alqurashi,6.0,6.0,,0.0,0.0
Abdulghani Alsaigh,,,,0.0,0.0
Abdulkadir Ahmed Said,,,,0.0,0.0
Abdulla AbuTaleb,,,,0.0,0.0
Abdulla Al Kaabi,6.6,6.6,,0.0,0.0
Abdulla Hassen Ahmed,,,,0.0,0.0
Abdulla Karsakbayev,5.933333333333334,7.4,1.2741009902410936,0.0,0.0
Abdulla Muaz,,,,0.0,0.0
Abdullah Abu-Mahfouz,,,,0.0,0.0
Abdullah Al Harun,,,,0.0,0.0
Abdullah Al Mamun,,,,0.0,0.0
Abdullah Al-Arak,,,,0.0,0.0
Abdullah Al-Eyaf,7.0,7.0,,0.0,0.0
Abdullah Al-Jenaibi,5.5,5.5,,0.0,0.0
Abdullah Al-Muheisen,6.9,6.9,,0.0,0.0
Abdullah Al-Naser,,,,0.0,0.0
Abdullah Al-Salman,4.333333333333333,5.1,0.6592925501373929,0.0,0.0
Abdullah Almatrood,,,,0.0,0.0
Abdullah Boushahri,9.0,9.0,,0.0,0.0
Abdullah Eksioglu,6.4,6.4,,0.0,0.0
Abdullah Ghazanfar Ali,,,,0.0,0.0
Abdullah H. Abuljadail,5.5,5.5,,0.0,0.0
Abdullah Hasan Ahmed,7.1,7.1,,0.0,0.0
Abdullah Mohammed Saad,7.7,7.7,,0.0,0.0
Abdullah Mostafa,,,,0.0,0.0
Abdullah Oguz,5.62,7.5,1.4923136399564267,0.0,0.0
Abdullah Rajab Almalla,,,,0.0,0.0
Abdullah Sekeroglu,2.0,2.0,,0.0,0.0
Abdullah Shadan,6.9,6.9,,0.0,0.0
Abdullah Zubayer,,,,0.0,0.0
Abdullahil Kafi,,,,0.0,0.0
Abdulmohsen Aldhabaan,5.4,5.4,,0.0,0.0
Abdulrahman Kekhya,,,,0.0,0.0
Abdulrahman Khawj,6.6,6.6,,0.0,0.0
Abdulrahman Sheriff,4.95,5.0,0.0707106781186545,0.0,0.0
Abdulrasheed Bello,7.6,7.6,,0.0,0.0
Abdurakhim Ismailov,,,,0.0,0.0
Abdurakhim Kudusov,,,,0.0,0.0
Abdurrahman Palay,4.833333333333333,6.2,1.339651696026496,0.0,0.0
Abdurrahman Öner,6.0,6.0,,0.0,0.0
Abdus Samad,7.45,7.5,0.0707106781186545,0.0,0.0
Abdus Samad Khokon,,,,0.0,0.0
Abdusaid Shaihislamuly,,,,0.0,0.0
Abdusalom Rakhimov,5.3,6.0,0.9899494936611668,0.0,0.0
Abduvahid Ganiev,6.85,7.1,0.3535533905932738,0.0,0.0
Abdül Mahmudov,7.1,8.5,1.0551461194229605,0.0,0.0
Abe Drechsler,,,,0.0,0.0
Abe Dubin,,,,0.0,0.0
Abe Forsythe,6.166666666666667,6.3,0.23094010767585,0.0,0.0
Abe Goldfarb,4.6,4.6,,0.0,0.0
Abe H. Schwartz,5.8,5.8,,0.0,0.0
Abe Kasbo,9.6,9.6,,0.0,0.0
Abe Kwong,6.066666666666666,6.6,0.47258156262526085,0.0,0.0
Abe Levitow,6.866666666666667,7.3,0.3785938897200178,0.0,0.0
Abe Levy,6.766666666666667,8.5,1.8036999011291575,0.0,0.0
Abe Osheroff,8.5,8.5,,0.0,0.0
Abe R. Rated,7.4,7.4,,0.0,0.0
Abe Rosenberg,4.8,5.6,1.1313708498984758,0.0,0.0
Abe Seika,7.0,7.0,,0.0,0.0
Abe Sylvia,6.4,6.4,,0.0,0.0
Abe Vilchez-Moran,6.2,6.2,,0.0,0.0
Abed Abest,6.7,6.7,,0.0,0.0
Abed Aziz Hafadaoui,,,,0.0,0.0
Abed El Aziz Hashad,2.8,2.8,0.0,0.0,0.0
Abeer Zeibak Haddad,6.1,6.1,,0.0,0.0
Abel Adams,,,,0.0,0.0
Abel Berry,4.125,4.8,0.6238322424070969,0.0,0.0
Abel Danan,,,,0.0,0.0
Abel Davoine,7.1,8.6,2.1213203435596424,0.0,0.0
Abel Ernest Tembo,,,,0.0,0.0
Abel Ferrara,5.896428571428571,7.0,0.6039880688404262,0.0,0.0
Abel Ferry,5.6,5.6,,0.0,0.0
Abel Folk,6.7,6.7,,0.0,0.0
Abel Gance,6.2,6.2,0.0,0.0,0.0
Abel García Roure,7.2,7.2,,0.0,0.0
Abel Gonzalez,,,,0.0,0.0
Abel Hidalgo,,,,0.0,0.0
Abel Kavanagh,,,,0.0,0.0
Abel Kouamé,,,,0.0,0.0
Abel Nguenkam,,,,0.0,0.0
Abel Robinson,6.3,6.3,,0.0,0.0
Abel Roland,,,,0.0,0.0
Abel Rubén Beltrami,,,,0.0,0.0
Abel Salazar,6.133333333333333,7.4,1.1850073519782163,0.0,0.0
Abel Sanchez,,,,0.0,0.0
Abel Vang,6.066666666666666,8.0,1.9008769905844334,0.0,0.0
Abel Zhao,,,,0.0,0.0
Abelard Giza,6.1000000000000005,6.4,0.43588989435406733,0.0,0.0
Abelardo de Carvalho,7.0,7.0,,0.0,0.0
Abet Umil,,,,0.0,0.0
Abhay Aditya Singh,,,,0.0,0.0
Abhay Bethiganti,,,,0.0,0.0
Abhay Chandra,7.1,7.1,,0.0,0.0
Abhay Chhabra,5.9,6.6,0.9899494936611658,0.0,0.0
Abhay Chopra,5.4,7.2,2.545584412271571,0.0,0.0
Abhay Kirti,7.6,7.6,,0.0,0.0
Abhay Kumar,7.6,7.6,,0.0,0.0
Abhay Nihalani,,,,0.0,0.0
Abhay Singhal,5.3,5.3,,0.0,0.0
Abhay Sinha,8.6,8.6,,0.0,0.0
Abhaya Simha,7.6,7.6,,0.0,0.0
Abhayakumar K.,,,,0.0,0.0
Abhi,7.9,7.9,,0.0,0.0
Abhigyan Jha,6.0,6.0,,0.0,0.0
Abhigyan Mukherjee,5.0,5.0,,0.0,0.0
Abhijay Karlekar,,,,0.0,0.0
Abhijeet,,,,0.0,0.0
Abhijeet Choudhary,8.5,8.5,,0.0,0.0
Abhijeet Kumar,6.0,6.0,,0.0,0.0
Abhijeet More,,,,0.0,0.0
Abhijeet Satam,7.1,7.1,,0.0,0.0
Abhijeet Shirish Deshpande,8.3,8.3,,0.0,0.0
Abhijeet Warang,8.0,8.0,,0.0,0.0
Abhijeet Zadgaonkar,5.4,5.4,,0.0,0.0
Abhijit Chavda,,,,0.0,0.0
Abhijit Chowdhury,7.7,7.7,,0.0,0.0
Abhijit Das,,,,0.0,0.0
Abhijit Deonath,6.5,6.5,,0.0,0.0
Abhijit Guha,6.457142857142857,7.5,0.7345477789500419,0.0,0.0
Abhijit Kokate,4.7,4.7,,0.0,0.0
Abhijit Mahesh,,,,0.0,0.0
Abhijit Mazumdar,,,,0.0,0.0
Abhijit Panse,6.45,7.5,1.4849242404917495,0.0,0.0
Abhijit Ray,,,,0.0,0.0
Abhijit Sen,7.1,7.1,,0.0,0.0
Abhijit SriDas,,,,0.0,0.0
Abhijith Joseph,,,,0.0,0.0
Abhijith Narayanan,,,,0.0,0.0
Abhijith Noorani,,,,0.0,0.0
Abhijnan Sarkar,,,,0.0,0.0
Abhik Banerjee,,,,0.0,0.0
Abhik Bhanu,4.0,4.0,,0.0,0.0
Abhik Das,,,,0.0,0.0
Abhikant Tiwari,,,,0.0,0.0
Abhilash G. Devan,,,,0.0,0.0
Abhilash Joshiy,,,,0.0,0.0
Abhilash Raghavan,,,,0.0,0.0
Abhilash Ramachandran,,,,0.0,0.0
Abhilash Reddy,,,,0.0,0.0
Abhilash S Kumar,,,,0.0,0.0
Abhilash Sharma,,,,0.0,0.0
Abhilash Shetty,,,,0.0,0.0
Abhimanyu Chauhan,8.0,8.0,,0.0,0.0
Abhimanyu Kanodia,,,,0.0,0.0
Abhimanyu Kukreja,8.3,8.3,,0.0,0.0
Abhimanyu Mukherjee,5.319999999999999,6.8,0.9364827814754524,0.0,0.0
Abhimanyu Tadimeti,,,,0.0,0.0
Abhimanyu Tewari,,,,0.0,0.0
Abhinandan Banerjee,,,,0.0,0.0
Abhinandan Dutta,,,,0.0,0.0
Abhinav Kamal,,,,0.0,0.0
Abhinav Kashyap,4.9,6.3,1.9798989873223334,0.0,0.0
Abhinav Pareek,,,,0.0,0.0
Abhinav Shiv Tiwari,6.8,6.8,,0.0,0.0
Abhinav Sunder Nayak,,,,0.0,0.0
Abhinav Thakur,4.55,5.3,1.0606601717798212,0.0,0.0
Abhinay Deo,6.62,7.6,0.9391485505499113,0.0,0.0
Abhinn Sharma,7.5,7.5,0.0,0.0,0.0
Abhiraj Jha,,,,0.0,0.0
Abhiraj Minawala,3.4,3.4,,0.0,0.0
Abhiraj Rupala,,,,0.0,0.0
Abhiram,6.8,6.8,,0.0,0.0
Abhiram .M.,,,,0.0,0.0
Abhiram Bhadkamkar,7.6,7.6,,0.0,0.0
Abhiram Suresh Unnithan,4.1,4.6,0.7071067811865474,0.0,0.0
Abhiram. M,,,,0.0,0.0
Abhirup Ghosh,6.433333333333334,6.8,0.5507570547286103,0.0,0.0
Abhishaik,5.0,5.0,,0.0,0.0
Abhishek,6.949999999999999,8.6,2.3334523779156062,0.0,0.0
Abhishek Acharya,,,,0.0,0.0
Abhishek Basanth,,,,0.0,0.0
Abhishek Bhatnagar,,,,0.0,0.0
Abhishek Bhattacharyya,7.0,7.0,,0.0,0.0
Abhishek Brahmachari,8.8,8.8,,0.0,0.0
Abhishek Chadha,4.8,4.8,,0.0,0.0
Abhishek Chaubey,7.475,7.9,0.4031128874149273,0.0,0.0
Abhishek Chhadha,4.9,5.0,0.1414213562373093,0.0,0.0
Abhishek D Bhola,,,,0.0,0.0
Abhishek Dixit,6.9,6.9,,0.0,0.0
Abhishek Dogra,4.949999999999999,5.3,0.49497474683058373,0.0,0.0
Abhishek Dudhaiya,,,,0.0,0.0
Abhishek Dwivedi,,,,0.0,0.0
Abhishek Jain,7.333333333333333,8.4,1.5143755588800734,0.0,0.0
Abhishek Jawkar,5.1,5.1,,0.0,0.0
Abhishek K.S.,,,,0.0,0.0
Abhishek Kapoor,6.44,7.8,1.4501724035437995,0.0,0.0
Abhishek Kelkar,8.2,8.2,,0.0,0.0
Abhishek Kulshari,,,,0.0,0.0
Abhishek Maharshi,,,,0.0,0.0
Abhishek Merukar,,,,0.0,0.0
Abhishek Nama,,,,0.0,0.0
Abhishek Panchal,8.0,8.0,,0.0,0.0
Abhishek Pathak,6.9,6.9,,0.0,0.0
Abhishek Paul,,,,0.0,0.0
Abhishek Prasad,,,,0.0,0.0
Abhishek R. Sharma,,,,0.0,0.0
Abhishek Saha,6.9,6.9,,0.0,0.0
Abhishek Saxena,5.15,6.1,1.3435028842544396,0.0,0.0
Abhishek Shankar,4.0,4.0,,0.0,0.0
Abhishek Sharma,5.716666666666666,7.6,1.4204459393678683,0.0,0.0
Abhishek Shetty,7.4,7.4,,0.0,0.0
Abhishek Shukla,5.4,5.4,,0.0,0.0
Abhishek Sinha,,,,0.0,0.0
Abhishek Sinha Rasik,,,,0.0,0.0
Abhishek Swain,,,,0.0,0.0
Abhishek Talukder,,,,0.0,0.0
Abhishek Tiwari,,,,0.0,0.0
Abhishek Utkarsh Deokar,7.0,7.0,,0.0,0.0
Abhishek Varma,8.2,8.2,,0.0,0.0
Abhishek Varman,5.3,6.9,1.5999999999999999,0.0,0.0
Abhishek Vasava,8.4,8.4,,0.0,0.0
Abhiyan Rajhans,6.0,6.0,,0.0,0.0
Abholghassem Talebi,3.4,5.9,1.7320508075688774,0.0,0.0
Abhyangh Kuvalekar,,,,0.0,0.0
Abi Alberto,6.0,6.0,,0.0,0.0
Abi Damaris Corbin,6.7,6.7,,0.0,0.0
Abi Jarvis,,,,0.0,0.0
Abi King-Jones,6.8,6.8,,0.0,0.0
Abi Lewis,,,,0.0,0.0
Abi McKee,8.4,8.4,,0.0,0.0
Abi Varghese,7.3,8.0,0.9899494936611668,0.0,0.0
Abid Khan,,,,0.0,0.0
Abid Shuja,,,,0.0,0.0
Abidin Dino,7.4,7.4,,0.0,0.0
Abie Sidell,,,,0.0,0.0
Abiel Bruhn,6.050000000000001,7.2,1.6263455967290594,0.0,0.0
Abigail Blackmore,5.4,5.4,,0.0,0.0
Abigail Child,5.95,6.4,0.5916079783099618,0.0,0.0
Abigail Disney,6.9,6.9,,0.0,0.0
Abigail Finch,,,,0.0,0.0
Abigail Fuller,8.0,8.0,,0.0,0.0
Abigail Hirsch,,,,0.0,0.0
Abigail Honor,5.9,5.9,,0.0,0.0
Abigail Horton,,,,0.0,0.0
Abigail Howkins,,,,0.0,0.0
Abigail Mallia,6.85,7.4,0.777817459305203,0.0,0.0
Abigail Schaaff,,,,0.0,0.0
Abigail Schwarz,7.0,7.0,,0.0,0.0
Abigail Severance,,,,0.0,0.0
Abihmanyu Mukherjee,,,,0.0,0.0
Abijith Asokan,,,,0.0,0.0
Abilash,8.7,8.7,,0.0,0.0
Abimael Acosta,6.2,6.2,,0.0,0.0
Abimbola Olagunju,,,,0.0,0.0
Abin Jacob,6.3,6.3,,0.0,0.0
Abinash Bandyopadhyay,,,,0.0,0.0
Abinash Rout,4.199999999999999,5.6,1.9798989873223325,0.0,0.0
