primaryName,actor_score_mean,actor_score_max,actor_score_std,actor_ganador_oscar_prom,actor_nominado_oscar_prom
George Davidson,4.8,4.8,,0.0,0.0
George Davies,,,,0.0,0.0
George Davis,5.7,5.7,,0.0,0.0
George Dawe,,,,0.0,0.0
George Dawson,6.166666666666667,6.7,0.8386497083606085,0.0,0.0
George Day,8.399999999999999,8.6,0.2828427124746199,0.0,0.0
George DayoCollins,,,,0.0,0.0
George De La Pena,6.166666666666667,7.0,0.7607014306984483,0.0,0.0
George De Vries,4.779999999999999,6.1,0.7726577508832742,0.0,0.0
George DeNormand,6.6,6.6,,0.0,0.0
George DePati,3.8,3.8,,0.0,0.0
George DeWitt,,,,0.0,0.0
George Deacon,,,,0.0,0.0
George Deaton,6.5,6.5,,0.0,0.0
George Deihl Jr.,5.45,6.7,1.7677669529663689,0.0,0.0
George DelHoyo,6.4,6.4,,0.0,0.0
George Delekes,,,,0.0,0.0
George Deliganis,5.6,5.6,,0.0,0.0
George Demas,6.0,7.8,2.545584412271571,0.0,0.0
George Demetru,6.833333333333333,7.3,0.5033222956847168,0.0,0.0
George Dempster,6.0,6.0,,0.0,0.0
George Derby,3.9,4.1,0.2828427124746186,0.0,0.0
George Dermatis,6.2,6.2,,0.0,0.0
George Desjardins,5.6,5.6,,0.0,0.0
George Desort,,,,0.0,0.0
George Deukmejian,7.0,7.0,,0.0,0.0
George Devine,6.4,6.4,,0.0,0.0
George Df Unlimited,,,,0.0,0.0
George DiCenzo,5.895238095238095,8.5,1.0832710604812585,0.0,0.0
George Diab,6.050000000000001,6.7,0.919238815542512,0.0,0.0
George Dialegmenos,6.054545454545454,7.5,1.2323665334336502,0.0,0.0
George Diamond,3.6,3.6,,0.0,0.0
George Dibbe,,,,0.0,0.0
George Dick,6.9,6.9,,0.0,0.0
George Dickerson,5.757142857142857,7.7,1.0875923606099591,0.0,0.0
George Dickson,2.7,2.7,,0.0,0.0
George Diestel,5.3,5.3,,0.0,0.0
George Dietrick,4.3,4.3,,0.0,0.0
George Dillon,4.75,5.5,1.0606601717798212,0.0,0.0
George Dimu,4.9,4.9,,0.0,0.0
George Dinc,2.3,2.3,,0.0,0.0
George Dinsmore,5.9,7.3,1.9798989873223334,0.0,0.0
George Dinu,7.4,7.4,,0.0,0.0
George Dippold,,,,0.0,0.0
George Dismukes,,,,0.0,0.0
George Dixon,5.05,6.5,2.0506096654409878,0.0,0.0
George Dolenz,5.4,5.4,,0.0,0.0
George Dometi,6.4,6.4,,0.0,0.0
George Donan,6.7,6.7,,0.0,0.0
George Dorn,6.3,6.3,,0.0,0.0
George Douglas Lee,5.1,5.1,,0.0,0.0
George Drennen,5.9,5.9,,0.0,0.0
George Drew,8.7,8.7,,0.0,0.0
George Du Brien,4.9,4.9,,0.0,0.0
George Duchidze,7.3,7.3,,0.0,0.0
George Ducker,5.8999999999999995,6.2,0.3000000000000005,0.0,0.0
George Dudley,7.766666666666667,8.4,0.5686240703077332,0.0,0.0
George Duke,5.6,5.6,,0.0,0.0
George Dull Knife,7.8,7.8,,0.0,0.0
George Dumitrescu,3.3,3.3,,0.0,0.0
George Dunham,5.75,5.8,0.0707106781186545,0.0,0.0
George Dunlap,,,,0.0,0.0
George Dunn,6.125,8.0,1.6439282222773597,0.0,0.0
George Durham,,,,0.0,0.0
George Duryea,,,,0.0,0.0
George Duta,3.7,3.7,,0.0,0.0
George Dvorsky,,,,0.0,0.0
George Dzundza,6.122222222222223,8.1,1.128015204087957,0.0,0.0
George E. Carey,5.0,5.7,0.9899494936611668,0.0,0.0
George E. Devlin,,,,0.0,0.0
George E. Mahlberg,3.1,3.1,,0.0,0.0
George E. Mather,1.9,1.9,,0.0,0.0
George E. Zeeman,5.1,5.1,,0.0,0.0
George Eads,5.025,6.2,1.322560647632715,0.0,0.0
George Eagle,3.2,3.2,,0.0,0.0
George Eagles,7.7,7.7,,0.0,0.0
George Eastman,5.444186046511628,7.6,0.7471540688892802,0.0,0.0
George Ebeling,7.0,7.0,,0.0,0.0
George Eberth,3.65,4.6,1.3435028842544399,0.0,0.0
George Eckhart,,,,0.0,0.0
George Eddy,4.1,4.1,,0.0,0.0
George Ede,7.1,7.1,,0.0,0.0
George Edgley,4.75,5.5,0.6978538528947157,0.0,0.0
George Edmonds,,,,0.0,0.0
George Edward Fernandez,,,,0.0,0.0
George Eggay,8.4,8.4,,0.0,0.0
George Ehling,5.65,6.5,1.2020815280171306,0.0,0.0
George Eldredge,5.95,6.7,1.0606601717798212,0.0,0.0
George Elia,3.8,3.8,,0.0,0.0
George Eliopoulos,5.6,5.6,,0.0,0.0
George Elliot,3.3499999999999996,4.1,1.060660171779821,0.0,0.0
George Ellis,4.325,5.9,1.452297031142964,0.0,0.0
George Elmes,,,,0.0,0.0
George Elrod,,,,0.0,0.0
George Ely,7.2,7.2,,0.0,0.0
George Emmatty,5.1,5.1,,0.0,0.0
George Ender,5.2,5.2,,0.0,0.0
George Engelson,4.0,4.9,1.272792206135786,0.0,0.0
George Englund Jr.,6.7,6.7,,0.0,0.0
George Entecott,3.1,3.1,,0.0,0.0
George Estregan,6.132000000000001,9.2,1.4383787169356106,0.0,0.0
George Eugeniou,5.8,5.8,,0.0,0.0
George Evans,,,,0.0,0.0
George Eve,8.5,8.5,,0.0,0.0
George Everett-Button,5.8,5.8,,0.0,0.0
George Eyster,,,,0.0,0.0
George Ezenwora,,,,0.0,0.0
George Ezra,,,,0.0,0.0
George F. Miller,6.05,6.5,0.636396103067893,0.0,0.0
George F. Salvage,4.8,4.8,,0.0,0.0
George F. Sutton,,,,0.0,0.0
George Fabian,7.6,7.6,,0.0,0.0
George Fabish,4.8,4.8,,0.0,0.0
George Fairfax,5.6,5.6,,0.0,0.0
George Fant,5.14,6.7,1.439791651594077,0.0,0.0
George Faughnan,6.233333333333333,6.7,0.4676180777800048,0.0,0.0
George Faulknor,,,,0.0,0.0
George Faust,7.6,7.6,,0.0,0.0
George Fearing,,,,0.0,0.0
George Feaster,6.9,7.2,0.4242640687119292,0.0,0.0
George Feher,,,,0.0,0.0
George Felner,5.033333333333333,6.1,0.9451631252505215,0.0,0.0
George Fendrich,6.7,6.7,,0.0,0.0
George Fenn,7.8,7.8,,0.0,0.0
George Fenneman,5.8,6.1,0.4242640687119283,0.0,0.0
George Fenton,6.5,6.7,0.2828427124746193,0.0,0.0
George Ferra,,,,0.0,0.0
George Ferrier,,,,0.0,0.0
George Ferris,6.9,6.9,,0.0,0.0
George Ferroni,5.7,5.7,,0.0,0.0
George Fetherbay,6.6,6.6,,0.0,0.0
George Fiderio,7.75,8.4,0.9192388155425123,0.0,0.0
George Figgs,7.2,7.2,,0.0,0.0
George Filip,6.6,6.6,,0.0,0.0
George Finn,5.86,6.7,0.9813256340277676,0.0,0.0
George Finnegan,,,,0.0,0.0
George Fisher,4.233333333333333,5.5,0.7737355275975549,0.0,0.0
George Fivas,5.2,5.2,,0.0,0.0
George Fludd,,,,0.0,0.0
George Flynn,4.2,4.2,,0.0,0.0
George Fogel,7.1,7.1,,0.0,0.0
George Forbes,,,,0.0,0.0
George Foreman,,,,0.0,0.0
George Fosgate,5.3,5.3,,0.0,0.0
George Foster,3.8333333333333335,5.0,1.0115993936995675,0.0,0.0
George Fouracres,,,,0.0,0.0
George Fox,,,,0.0,0.0
George Franco,2.7,2.7,,0.0,0.0
George Frazier,8.8,8.8,,0.0,0.0
George Fredericks,7.1,7.1,,0.0,0.0
George Frederickson,8.0,8.0,,0.0,0.0
George Fredricks,5.1,5.1,,0.0,0.0
George Freire,7.1,7.1,,0.0,0.0
George French,4.65,5.3,0.919238815542512,0.0,0.0
George Frich,5.2,5.2,,0.0,0.0
George Fujimoto,7.0,7.0,,0.0,0.0
George Furness,6.7,6.7,,0.0,0.0
George Furth,5.8,8.0,1.144949383557671,0.0,0.0
George Futami,6.6,6.6,,0.0,0.0
George Gabardine,5.6,5.6,,0.0,0.0
George Gabriel,5.7,5.7,,0.0,0.0
George Galanis,5.7,5.7,,0.0,0.0
George Galati,,,,0.0,0.0
George Gallaccio,,,,0.0,0.0
George Gallagher,5.725,7.6,1.3301002468485847,0.0,0.0
George Ganich,,,,0.0,0.0
George Gannon,4.4,4.4,,0.0,0.0
George Garcia,4.3,4.3,,0.0,0.0
George Garwin,4.2,4.2,,0.0,0.0
George Gaynes,5.69375,7.4,1.227718072957577,0.0,0.0
George Gelernter,4.1000000000000005,5.8,1.5132745950421556,0.0,0.0
George Gennissia,4.4,4.4,,0.0,0.0
George Gent,6.4,6.4,,0.0,0.0
George Georgas,7.2,7.2,,0.0,0.0
George Georges,,,,0.0,0.0
George Georgiadis,5.7,5.9,0.2828427124746193,0.0,0.0
George Georgiou,6.783333333333334,8.8,1.7859637920928484,0.0,0.0
George Gerard,6.25,7.5,1.7677669529663689,0.0,0.0
George Gerdes,5.3999999999999995,7.9,1.7378147196982765,0.0,0.0
George Gerencser,,,,0.0,0.0
George Ghent,6.3,6.3,,0.0,0.0
George Gianozakos,5.4,5.4,,0.0,0.0
George Gibson,6.4,6.4,,0.0,0.0
George Gill,4.8,4.8,,0.0,0.0
George Gillies,4.9,4.9,,0.0,0.0
George Gilmour,4.3,4.3,,0.0,0.0
George Ginakakis,5.8,8.2,3.394112549695428,0.0,0.0
George Gingerelli,4.3,4.3,,0.0,0.0
George Giovanis,6.050000000000001,6.4,0.49497474683058373,0.0,0.0
George Gladstone,6.2,8.0,2.545584412271571,0.0,0.0
George Glasby,,,,0.0,0.0
George Glenn Ouma,,,,0.0,0.0
George Glover,,,,0.0,0.0
George Glynos,8.1,8.1,,0.0,0.0
George Gobel,3.8,4.0,0.2828427124746191,0.0,0.0
George Godfrey,4.8,4.8,,0.0,0.0
George Gogar,7.3,7.3,,0.0,0.0
George Goguadze,7.0,7.0,0.0,0.0,0.0
George Goldfeder,,,,0.0,0.0
George Gomez,8.4,8.4,,0.0,0.0
George Gonce,4.0,4.0,,0.0,0.0
George Gonzales,4.65,5.6,1.3435028842544403,0.0,0.0
George Gonzalez,5.8,6.6,1.1313708498984758,0.0,0.0
George Gooch,,,,0.0,0.0
George Goode,,,,0.0,0.0
George Goodman,5.2,5.2,,0.0,0.0
George Goodwin,,,,0.0,0.0
George Gordon,3.2,3.2,,0.0,0.0
George Gore II,6.55,7.0,0.636396103067893,0.0,0.0
George Goris,,,,0.0,0.0
George Graham,,,,0.0,0.0
George Grant,,,,0.0,0.0
George Grassi,5.9,5.9,,0.0,0.0
George Grassick,7.85,8.1,0.3535533905932738,0.0,0.0
George Greader,4.7,4.7,,0.0,0.0
George Green,5.1,5.1,,0.0,0.0
George Greene,3.8,3.8,,0.0,0.0
George Greenland,,,,0.0,0.0
George Gregor,6.7,6.7,,0.0,0.0
George Gregory Scott III,,,,0.0,0.0
George Gregory Scott Jr.,,,,0.0,0.0
George Grenchik,,,,0.0,0.0
George Grey,3.0,3.6,0.8485281374238571,0.0,0.0
George Griffith,5.125,6.8,1.2763881332363858,0.0,0.0
George Grigore,5.6,5.6,,0.0,0.0
George Grisbi,7.0,7.0,,0.0,0.0
George Grizzard,6.1875,6.7,0.5792544469278718,0.0,0.0
George Grozier,,,,0.0,0.0
George Gruntz,,,,0.0,0.0
George Gryllis,3.8,3.8,,0.0,0.0
George Guidall,6.35,6.5,0.21213203435596445,0.0,0.0
George Guillen,7.1,7.1,,0.0,0.0
George Gynesis,3.2,3.2,,0.0,0.0
George Gâdei,4.9,4.9,,0.0,0.0
George H. Hull,4.7,4.7,,0.0,0.0
George H. Morris,,,,0.0,0.0
George H. Xanthis,,,,0.0,0.0
George Hahn,,,,0.0,0.0
George Haines,,,,0.0,0.0
George Hamano,6.85,7.0,0.21213203435596445,0.0,0.0
George Hambach,,,,0.0,0.0
George Hamilton,5.526190476190476,7.6,1.160542245804662,0.0,0.0
George Hamilton Braithwaite,,,,0.0,0.0
George Hamilton IV,5.1,5.1,,0.0,0.0
George Hamlin,7.6,7.6,,0.0,0.0
George Hamm,8.5,8.5,,0.0,0.0
George Hampe,6.4,6.4,,0.0,0.0
George Hanna-Wilson,5.2,5.2,,0.0,0.0
George Hansel,,,,0.0,0.0
George Haratzas,,,,0.0,0.0
George Hardy,4.833333333333333,7.4,1.3038404810405297,0.0,0.0
George Harlem,5.2,5.2,,0.0,0.0
George Harmon,,,,0.0,0.0
George Harris,5.575,7.2,0.958793885194161,0.0,0.0
George Harris II,6.4,6.4,,0.0,0.0
George Harrison,7.333333333333333,7.5,0.20816659994661357,0.0,0.0
George Harrison Marks,3.6,3.6,,0.0,0.0
George Hartofilis,8.6,8.6,,0.0,0.0
George Hartpence,,,,0.0,0.0
George Harvey Dabling,4.85,7.0,3.0405591591021546,0.0,0.0
George Harwood,,,,0.0,0.0
George Hatzis,5.5,5.5,,0.0,0.0
George Hawken,,,,0.0,0.0
George Hawkins,7.55,8.6,1.4849242404917495,0.0,0.0
George Hawxhurst,8.5,8.5,,0.0,0.0
George Haynal,,,,0.0,0.0
George Hayton,,,,0.0,0.0
George Hearn,5.4,6.3,1.416568624058385,0.0,0.0
George Hellyer Jr.,7.6,7.6,,0.0,0.0
George Henare,6.3999999999999995,7.9,0.7797435475847174,0.0,0.0
George Henry,4.9,4.9,,0.0,0.0
George Henry Horton,,,,0.0,0.0
George Henry Smith,5.6,5.6,,0.0,0.0
George Herbert,4.5,4.5,,0.0,0.0
George Herda,,,,0.0,0.0
George Herms,7.1,7.1,,0.0,0.0
George Hernandez,5.1,5.1,,0.0,0.0
George Herring,,,,0.0,0.0
George Hertzberg,5.3,5.3,,0.0,0.0
George Hewer,8.1,8.1,,0.0,0.0
George Higgins,7.0,7.0,,0.0,0.0
George Hilsdon,6.233333333333333,6.8,0.7371114795831993,0.0,0.0
George Hilton,5.507692307692308,6.9,0.6995365843762889,0.0,0.0
George Hinojosa,,,,0.0,0.0
George Hislop,6.4,6.4,,0.0,0.0
George Hodge,5.3,5.3,,0.0,0.0
George Holahan-Cantwell,,,,0.0,0.0
George Hollingshead,,,,0.0,0.0
George Holmes,6.4,6.4,,0.0,0.0
George Hooker,,,,0.0,0.0
George Hopkins,6.3,6.3,,0.0,0.0
George Horn,2.9,2.9,,0.0,0.0
George Horsley,6.0,7.3,1.8384776310850233,0.0,0.0
George Hosmer,6.8,6.8,,0.0,0.0
George Hoth,2.8666666666666667,3.5,0.5686240703077328,0.0,0.0
George Houvardas,4.4,4.4,,0.0,0.0
George Hovakimyan,7.1000000000000005,8.1,0.8888194417315586,0.0,0.0
George Hovis,,,,0.0,0.0
George Howard Adams,6.933333333333334,7.7,1.2423096769056148,0.0,0.0
George Howard Musonda,,,,0.0,0.0
George Howe,5.1,5.1,,0.0,0.0
George Howell,6.2,6.2,,0.0,0.0
George Hrab,5.0,5.0,,0.0,0.0
George Hu,6.7,6.9,0.2828427124746193,0.0,0.0
George Hubert,,,,0.0,0.0
George Hughes,,,,0.0,0.0
George Humphreys,8.8,8.8,,0.0,0.0
George Hutchinson,6.9,6.9,,0.0,0.0
George Huxley,6.15,7.0,0.9574271077563381,0.0,0.0
George Hwang,5.1,5.1,,0.0,0.0
George I. Cortright,3.9,3.9,,0.0,0.0
George Ibrahim,6.066666666666666,6.6,0.4725815626252604,0.0,0.0
George Ilias Goulas,6.1,6.1,,0.0,0.0
George Ilich,8.4,8.4,,0.0,0.0
George Ilie,2.9,2.9,,0.0,0.0
George Inci,6.699999999999999,6.8,0.1414213562373093,0.0,0.0
George Indira,9.0,9.1,0.141421356237309,0.0,0.0
George Innes,5.383333333333333,6.4,0.6306081720582655,0.0,0.0
George Iosif,7.1,7.1,,0.0,0.0
George Ireland,,,,0.0,0.0
George Irving,6.95,8.3,1.909188309203679,0.0,0.0
George Isaacs,,,,0.0,0.0
George Iskandar,6.859999999999999,7.8,0.6877499545619759,0.0,0.0
George Iulian,6.3,6.3,,0.0,0.0
George Iulian Luca,,,,0.0,0.0
George Ivanoff,4.0,4.0,,0.0,0.0
George Ivascu,6.7,8.2,1.5899685531481433,0.0,0.0
George Ives,5.4,5.4,,0.0,0.0
George J. Behling,,,,0.0,0.0
George J. Finn,6.2,6.2,,0.0,0.0
George J. Jacobs,6.6,6.6,,0.0,0.0
George J. Lewis,5.4,5.4,,0.0,0.0
George J. Manisco,,,,0.0,0.0
George J. Manos,7.8,7.8,,0.0,0.0
George J. Monaghan,4.8,4.8,,0.0,0.0
George J. Rutherford,8.2,8.2,,0.0,0.0
George Jaber,4.2,4.2,,0.0,0.0
George Jac,3.8499999999999996,5.8,2.7577164466275352,0.0,0.0
George Jackos,6.25,6.8,0.7778174593052021,0.0,0.0
George Jackson,6.199999999999999,6.8,0.8485281374238568,0.0,0.0
George Jacob,,,,0.0,0.0
George Jagatic,,,,0.0,0.0
George Janko,5.4,5.4,,0.0,0.0
George Jassogne,,,,0.0,0.0
George Javier,5.2,5.2,,0.0,0.0
George Jefferies,5.5,6.2,0.9899494936611668,0.0,0.0
George Jelinek,8.0,8.0,,0.0,0.0
George Jerman,,,,0.0,0.0
George Jessel,4.9,4.9,,0.0,0.0
George Jewell Hanson,6.1,6.1,,0.0,0.0
George Johansson,5.8,5.8,,0.0,0.0
George John Alex,4.0,4.0,,0.0,0.0
George John Andrew,,,,0.0,0.0
George Johnston,,,,0.0,0.0
George Jones,6.025,7.4,0.9251126057585278,0.0,0.0
George Jonson,6.15,6.8,0.919238815542512,0.0,0.0
George Joseph,7.7,7.7,,0.0,0.0
George Julius,5.4,5.4,,0.0,0.0
George Justice,,,,0.0,0.0
George Juvier,3.6,3.6,,0.0,0.0
George K. Daniel,,,,0.0,0.0
George K.L. Gee,8.0,8.0,,0.0,0.0
George Kacharava,6.6,8.1,2.1213203435596424,0.0,0.0
George Kafetzis,,,,0.0,0.0
George Kafkaris,6.6,6.6,,0.0,0.0
George Kahumoku,9.3,9.3,,0.0,0.0
George Kahumoku Jr.,,,,0.0,0.0
George Kaii,6.2,6.2,,0.0,0.0
George Kalivas,,,,0.0,0.0
George Kaltsounakis,,,,0.0,0.0
George Kalu,,,,0.0,0.0
George Kamar,3.3,3.3,,0.0,0.0
George Kamarullah,7.2,8.0,1.1313708498984758,0.0,0.0
George Kanaan,6.2,6.2,,0.0,0.0
George Kane,5.9,5.9,,0.0,0.0
George Kannavas,8.5,8.5,,0.0,0.0
George Kapiniaris,5.433333333333334,6.2,0.7505553499465135,0.0,0.0
George Karasmanis,5.5,5.5,,0.0,0.0
George Kardulias,4.6,4.6,,0.0,0.0
George Kareman,5.550000000000001,5.7,0.21213203435596445,0.0,0.0
George Karja,2.6,2.6,,0.0,0.0
George Karlukovski,5.4,5.4,,0.0,0.0
George Karpathakis,4.5,4.5,,0.0,0.0
George Karpuzas,,,,0.0,0.0
George Karzis,5.2,5.2,,0.0,0.0
George Katamba,,,,0.0,0.0
George Kateb,,,,0.0,0.0
George Katsafaros,7.4,7.4,,0.0,0.0
George Katt,5.636842105263158,7.5,1.2654426218678452,0.0,0.0
George Kawasaki,,,,0.0,0.0
George Kayaian,6.15,6.3,0.21213203435596445,0.0,0.0
George Kayaian Sr.,6.3,6.3,,0.0,0.0
George Keeler,5.75,5.8,0.0707106781186545,0.0,0.0
George Kees,,,,0.0,0.0
George Kehoe,4.0,4.0,,0.0,0.0
George Keller,6.2,6.2,,0.0,0.0
George Kelley,6.0,6.0,,0.0,0.0
George Kelly,6.633333333333334,8.8,2.254624876411447,0.0,0.0
George Kelsey,2.8,2.8,,0.0,0.0
George Kennedy,5.743037974683544,8.0,1.1810125538645173,1.0,1.0
George Kenning,,,,0.0,0.0
George Kerr,4.0,4.0,,0.0,0.0
George Ketsios,4.9,4.9,,0.0,0.0
George Keymas,5.9,5.9,,0.0,0.0
George Keywood,,,,0.0,0.0
George Khindrava,,,,0.0,0.0
George Khleifi,6.733333333333333,7.1,0.47258156262526085,0.0,0.0
George Khoury,7.6,7.6,,0.0,0.0
George Killingsworth,6.25,7.6,1.9091883092036779,0.0,0.0
George King,5.5,5.5,,0.0,0.0
George Kingman,,,,0.0,0.0
George Kirby,5.0,6.4,1.3527749258468682,0.0,0.0
George Kirvin,,,,0.0,0.0
George Kituto,,,,0.0,0.0
George Klaoudatos,8.6,8.6,,0.0,0.0
George Klein,4.550000000000001,4.9,0.49497474683058373,0.0,0.0
George Kmeck,3.1,3.1,,0.0,0.0
George Kokkinaris,,,,0.0,0.0
George Koller,6.8,6.8,,0.0,0.0
George Kontaxis,,,,0.0,0.0
George Kontrafouris,7.2,7.2,,0.0,0.0
George Koosis,,,,0.0,0.0
George Kopsidas,5.96,7.9,1.2660963628413122,0.0,0.0
George Kora,,,,0.0,0.0
George Korelin,4.7,5.4,0.9643650760992954,0.0,0.0
George Kosana,7.8,7.8,,0.0,0.0
George Koski,6.8,6.8,,0.0,0.0
George Kosloff,3.8,3.8,,0.0,0.0
George Kosturos,6.225,7.2,1.0719919153923996,0.0,0.0
George Kotelnikov,,,,0.0,0.0
George Koulouris,,,,0.0,0.0
George Koutrotsios,6.1,6.1,,0.0,0.0
George Kramer,6.7,6.9,0.2828427124746193,0.0,0.0
George Kranz,4.4,4.4,,0.0,0.0
George Krause,4.0,4.0,,0.0,0.0
George Krissa,4.7,4.7,,0.0,0.0
George Kuchar,6.04,7.3,1.2876334882255895,0.0,0.0
George Kuda,,,,0.0,0.0
George Kurian,6.6,7.1,0.7071067811865476,0.0,0.0
George Kuruvilla,6.0,6.2,0.2828427124746193,0.0,0.0
George Kusserow,8.0,8.0,,0.0,0.0
George Kyle,4.300000000000001,4.4,0.1414213562373093,0.0,0.0
George Kyriakopoulos,2.7,2.7,,0.0,0.0
George L. Casillas,6.4,6.4,,0.0,0.0
George L. Lewis,6.5,6.5,,0.0,0.0
George L. Smith,6.7,6.7,,0.0,0.0
George La Buck,,,,0.0,0.0
George LaBounty,,,,0.0,0.0
George LaFleur,4.8,4.8,,0.0,0.0
George LaMond,7.1,7.1,,0.0,0.0
George Labes,6.6,6.6,,0.0,0.0
George Lachlan Brown,7.0,7.0,,0.0,0.0
George Laine,,,,0.0,0.0
George Lam,5.891666666666667,7.6,0.6958989598489429,0.0,0.0
George Lamen,,,,0.0,0.0
George Lamola,6.5,6.5,,0.0,0.0
George Lamptey,,,,0.0,0.0
George Landrum,,,,0.0,0.0
George Lang,,,,0.0,0.0
George Lannan,6.0,6.0,,0.0,0.0
George Lasha,7.1,8.4,0.9746794344808968,0.0,0.0
George Lauris,5.0,5.0,,0.0,0.0
George Layton,4.6,4.7,0.14142135623730995,0.0,0.0
George Lazenby,5.4,7.2,1.0246950765959602,0.0,0.0
George Le Bow,5.3,5.3,,0.0,0.0
George LeGrand,,,,0.0,0.0
George LePorte,4.9,5.6,0.9899494936611658,0.0,0.0
George Lee,6.366666666666667,7.3,1.4468356276140468,0.0,0.0
George Lee Clark,,,,0.0,0.0
George Lee Miles,5.6,5.6,,0.0,0.0
George Leech,5.1,5.3,0.28284271247461895,0.0,0.0
George Lelekis,,,,0.0,0.0
George Lenz,5.666666666666667,7.5,1.0652073350604878,0.0,0.0
George Leonard,6.7,6.7,,0.0,0.0
George Levesque,4.3,4.3,,0.0,0.0
George Liberato,5.2,5.2,,0.0,0.0
George Liker,4.0,4.0,,0.0,0.0
George Lin,8.0,8.0,,0.0,0.0
George Lindblade,,,,0.0,0.0
George Lindsey,6.225,7.5,0.9912113800799507,0.0,0.0
George Lindsey Jr.,6.970000000000001,9.2,1.629621632977013,0.0,0.0
George Linjeris,6.949999999999999,7.8,1.202081528017131,0.0,0.0
George Lionel Savage,4.8,6.0,1.6970562748477143,0.0,0.0
George Lister,7.8,7.8,,0.0,0.0
George Little,,,,0.0,0.0
George Littlechild,,,,0.0,0.0
George Lock,8.2,8.2,,0.0,0.0
George Lofland,2.7,2.7,,0.0,0.0
George Loftus,7.5,7.5,,0.0,0.0
George Lois,,,,0.0,0.0
George Long,,,,0.0,0.0
George Loomis,6.366666666666667,9.2,2.4664414311581226,0.0,0.0
George Lopez,5.295238095238095,7.2,0.9764610542546951,0.0,0.0
George Loros,5.88,6.5,0.4549725266430932,0.0,0.0
George Loukides,8.6,8.6,,0.0,0.0
George Lovett Hamilton,,,,0.0,0.0
George Loving Jackson,5.4,5.4,,0.0,0.0
George Low,6.2,6.2,,0.0,0.0
George Lowe,6.7,6.7,,0.0,0.0
George Lucas,5.1,5.1,,0.0,0.0
George Luce,6.8,6.8,,0.0,0.0
George Ludden,8.3,8.3,,0.0,0.0
George Lugo,,,,0.0,0.0
George Luiker,6.1,6.1,,0.0,0.0
George Lupo,5.0,5.0,,0.0,0.0
George Lyford,7.8,7.8,,0.0,0.0
George Lymburn,6.3,6.3,,0.0,0.0
George Lynch,8.6,8.6,,0.0,0.0
George M. Deegha,,,,0.0,0.0
George M. Reid,,,,0.0,0.0
George M. Young,2.3,2.3,,0.0,0.0
George MacDonald,6.6,6.6,,0.0,0.0
George MacKay,6.417647058823529,8.2,0.8516420126127285,0.0,0.0
George Macary,4.8,4.8,,0.0,0.0
George Macheras,,,,0.0,0.0
George Machin,,,,0.0,0.0
George Macready,5.833333333333333,7.3,1.3589211407093005,0.0,0.0
George Maguire,5.9,8.8,1.9888578520235065,0.0,0.0
George Maharis,5.41,6.7,0.688718616949864,0.0,0.0
George Majláth,7.3,7.3,,0.0,0.0
George Majoros,5.949999999999999,6.1,0.2121320343559638,0.0,0.0
George Malich,8.0,8.0,,0.0,0.0
George Mallaby,6.55,6.8,0.3535533905932738,0.0,0.0
George Malpas,6.55,6.8,0.3535533905932738,0.0,0.0
George Mampilly,3.8,3.8,,0.0,0.0
George Manes,4.1,4.1,,0.0,0.0
George Manley,5.55,6.0,0.636396103067893,0.0,0.0
George Manuell,,,,0.0,0.0
George Marais,,,,0.0,0.0
George Maranville,7.6,7.6,,0.0,0.0
George Marchenko,5.4,5.4,,0.0,0.0
George Marlowe,5.3,5.3,,0.0,0.0
George Marshall,7.0,7.7,1.2124355652982142,0.0,0.0
George Martell,6.8,6.8,,0.0,0.0
George Martin,6.3375,7.8,0.8733147035453895,0.0,0.0
George Maryan,7.1625,8.4,1.1438500151430944,0.0,0.0
George Mason,5.0,5.8,1.2884098726725122,0.0,0.0
George Mathews,5.9,5.9,,0.0,0.0
George Mauroy,3.6,3.6,,0.0,0.0
George Mawuli Amemesor,,,,0.0,0.0
George Maxwell,5.0,5.0,,0.0,0.0
George May,6.0,6.0,,0.0,0.0
George Mayfield,,,,0.0,0.0
George Mayna,8.7,8.7,,0.0,0.0
George Mayronne,3.8,3.8,,0.0,0.0
George Mazzone,4.6,4.6,,0.0,0.0
George McArthur,6.375,7.3,1.0563301251660548,0.0,0.0
George McAuliffe,6.1,6.1,,0.0,0.0
George McCallister,6.0,6.0,,0.0,0.0
George McCann,6.3,6.3,,0.0,0.0
George McCauley,8.4,8.4,,0.0,0.0
George McClane,7.0,7.0,,0.0,0.0
George McCluskey,4.455555555555556,8.5,1.9603004304896172,0.0,0.0
George McCurdy,6.8,6.8,,0.0,0.0
George McDaniel,6.15,6.2,0.07071067811865482,0.0,0.0
George McGill,5.4,5.4,,0.0,0.0
George McGrath,5.9,5.9,,0.0,0.0
George McKeenan,6.7,6.7,,0.0,0.0
George McMichael Moyer,,,,0.0,0.0
George McRae,7.15,7.5,0.49497474683058307,0.0,0.0
George McZeal,,,,0.0,0.0
George Mead,3.8,3.8,,0.0,0.0
George Melki,6.0,6.0,,0.0,0.0
George Melly,3.8,3.8,,0.0,0.0
George Melos,,,,0.0,0.0
George Memmoli,5.85,7.5,1.5342388630486745,0.0,0.0
George Mendel,5.833333333333333,6.5,0.7637626158259733,0.0,0.0
George Merritt,5.8,6.0,0.17320508075688731,0.0,0.0
George Meyer,6.9,6.9,,0.0,0.0
