primaryName,actor_score_mean,actor_score_max,actor_score_std,actor_ganador_oscar_prom,actor_nominado_oscar_prom
Queen Kim,,,,0.0,0.0
Queen Molekwa,,,,0.0,0.0
Queen Olekanma,,,,0.0,0.0
Queen Smith,,,,0.0,0.0
Queenie Anderson,5.0,5.0,,0.0,0.0
Queer David,6.5,6.5,,0.0,0.0
Quemuel Arroyo,,,,0.0,0.0
Quen Davis,,,,0.0,0.0
Quendon Hornbrook,7.0,7.0,,0.0,0.0
Quenell Cheek,,,,0.0,0.0
Quennera Francine,,,,0.0,0.0
Quentari Walker,,,,0.0,0.0
Quenten Kirby,8.4,8.4,,0.0,0.0
Quentin 'Q-Nice' Finley,,,,0.0,0.0
Quentin A Minor,,,,0.0,0.0
Quentin Adams,6.6,6.6,,0.0,0.0
Quentin Anderson,,,,0.0,0.0
Quentin Andrus,7.5,7.5,,0.0,0.0
Quentin Atine,4.2,4.2,,0.0,0.0
Quentin Baillot,6.0,7.5,1.7349351572897473,0.0,0.0
Quentin Bell,,,,0.0,0.0
Quentin Binder,,,,0.0,0.0
Quentin Bouissou,6.9,6.9,,0.0,0.0
Quentin Boutte Jr.,,,,0.0,0.0
Quentin Boyer,,,,0.0,0.0
Quentin Brown,7.7,7.7,,0.0,0.0
Quentin Brussieux,7.1,7.1,,0.0,0.0
Quentin C. Zaayman,,,,0.0,0.0
Quentin Caron,4.8,4.8,,0.0,0.0
Quentin Carpenter,5.65,5.9,0.3535533905932738,0.0,0.0
Quentin Challal,6.1,6.2,0.1414213562373093,0.0,0.0
Quentin Chong,5.1,5.1,,0.0,0.0
Quentin Courdert,,,,0.0,0.0
Quentin Cramer,7.6,7.6,,0.0,0.0
Quentin Crisp,6.275,8.1,1.3079427685163771,0.0,0.0
Quentin D Calkins,5.9,5.9,,0.0,0.0
Quentin D'Hainaut,,,,0.0,0.0
Quentin Darmon,,,,0.0,0.0
Quentin Desobrie,,,,0.0,0.0
Quentin Dolmaire,6.4,6.7,0.37416573867739406,0.0,0.0
Quentin Dupuis,7.7,7.7,,0.0,0.0
Quentin Edwards,,,,0.0,0.0
Quentin Evans,2.8,2.8,,0.0,0.0
Quentin Faure,6.4,6.4,0.0,0.0,0.0
Quentin Fielding,4.1,4.1,,0.0,0.0
Quentin Gilbert,,,,0.0,0.0
Quentin Gonzalez,6.7,6.7,,0.0,0.0
Quentin Green,5.8,5.8,,0.0,0.0
Quentin Grosset,6.0,7.1,0.7348469228349536,0.0,0.0
Quentin Gutierrez,3.9,3.9,,0.0,0.0
Quentin Haag,6.05,6.1,0.0707106781186545,0.0,0.0
Quentin Harrah,8.2,8.2,,0.0,0.0
Quentin Harris,,,,0.0,0.0
Quentin Harrup,,,,0.0,0.0
Quentin Heggs,5.3,5.3,,0.0,0.0
Quentin Hirsley,6.3,6.3,,0.0,0.0
Quentin Hopkins,,,,0.0,0.0
Quentin Hue,7.1,7.1,,0.0,0.0
Quentin James,5.0,5.0,,0.0,0.0
Quentin Jodar,5.0,5.0,,0.0,0.0
Quentin Jones,4.3999999999999995,6.0,1.4422205101855954,0.0,0.0
Quentin Joseph,8.4,8.4,,0.0,0.0
Quentin Kenihan,6.15,6.6,0.6363961030678927,0.0,0.0
Quentin Kerr,4.0,4.0,,0.0,0.0
Quentin King-Oyobio,,,,0.0,0.0
Quentin Krog,5.7,6.2,0.7071067811865476,0.0,0.0
Quentin Laclotte,5.3,5.3,,0.0,0.0
Quentin Ladrière,5.3,5.3,,0.0,0.0
Quentin Lasbazeilles,5.6,5.6,,0.0,0.0
Quentin Lecarduner,,,,0.0,0.0
Quentin Letson,,,,0.0,0.0
Quentin Livingston,,,,0.0,0.0
Quentin Logan,6.5,6.5,,0.0,0.0
Quentin Manfroy,,,,0.0,0.0
Quentin Mare,5.35,6.7,1.909188309203678,0.0,0.0
Quentin Margot,3.35,4.2,1.2020815280171309,0.0,0.0
Quentin Marteau,,,,0.0,0.0
Quentin McCuiston,6.666666666666667,8.3,1.4224392195567916,0.0,0.0
Quentin Milo,4.9,4.9,,0.0,0.0
Quentin Minon,5.1,5.1,,0.0,0.0
Quentin Ménard,,,,0.0,0.0
Quentin N. Zommer,,,,0.0,0.0
Quentin Ogier,7.300000000000001,7.4,0.14142135623730995,0.0,0.0
Quentin Papapietro,5.6,5.6,,0.0,0.0
Quentin Pommier,5.6,5.6,,0.0,0.0
Quentin Pradelle,,,,0.0,0.0
Quentin Reynaud,6.5,6.5,,0.0,0.0
Quentin Rollet,4.5,4.5,,0.0,0.0
Quentin Rossi,6.1,6.1,,0.0,0.0
Quentin Santarelli,,,,0.0,0.0
Quentin Schane,,,,0.0,0.0
Quentin Smith,,,,0.0,0.0
Quentin Sondergaard,4.9,4.9,,0.0,0.0
Quentin Stanek,,,,0.0,0.0
Quentin Surtel,,,,0.0,0.0
Quentin Tarantino,6.625,8.3,1.163430886890764,0.0,0.0
Quentin Testas,5.8,5.8,,0.0,0.0
Quentin Thébault,6.8,6.8,,0.0,0.0
Quentin Valois,,,,0.0,0.0
Quentin Vernede,,,,0.0,0.0
Quentin Vidal,,,,0.0,0.0
Quentin Warren,,,,0.0,0.0
Quentin de Fouchécour,6.9,6.9,,0.0,0.0
Quentin de Palézieux,,,,0.0,0.0
Quenton Alexander,5.4,5.4,,0.0,0.0
Quenton Hamlin,5.5,5.5,,0.0,0.0
Quenton Laroe,7.6,7.6,,0.0,0.0
Quenton Owens,,,,0.0,0.0
Querelle Haynes,3.3,3.3,,0.0,0.0
Querida Lu Ahn Funck,,,,0.0,0.0
Quese IMC,6.3,6.3,,0.0,0.0
Quest MCODY,4.6,4.6,,0.0,0.0
Quester Hannah,,,,0.0,0.0
Questlove,8.0,8.0,,0.0,0.0
Quetzal Castro,2.7,2.7,,0.0,0.0
Quetzalli Cortés,5.966666666666666,6.4,0.40414518843273833,0.0,0.0
Quetziquetl Jaramillo,,,,0.0,0.0
Quevaughn Bryant,8.0,8.0,,0.0,0.0
Quewyn Duchesne,,,,0.0,0.0
Quey Benjamin,,,,0.0,0.0
Qui Tran,,,,0.0,0.0
Qui-Juan Jones,7.5,7.5,,0.0,0.0
Quiang Liu,7.1,7.1,,0.0,0.0
Quiang Yu,7.1,7.1,,0.0,0.0
Quianna Hussey,,,,0.0,0.0
Quick,6.0,6.0,,0.0,0.0
QuickDrive,,,,0.0,0.0
Quico,4.4,4.4,,0.0,0.0
Quico Carbonell,5.4,5.4,,0.0,0.0
Quico Ferrero,6.2,6.2,,0.0,0.0
Quico Latanzzy,4.7,4.7,,0.0,0.0
Quico Pi de la Serra,,,,0.0,0.0
Quico Saggini,,,,0.0,0.0
Quiel Mendoza,4.0,4.0,,0.0,0.0
Quiel Segovia,,,,0.0,0.0
Quiet Baili,4.2,4.2,,0.0,0.0
Quilrio Farías,4.4,4.4,,0.0,0.0
Quilton Frederick,,,,0.0,0.0
Quim Andrés,,,,0.0,0.0
Quim Castella,4.6,4.6,,0.0,0.0
Quim Cornet,,,,0.0,0.0
Quim Gutiérrez,6.0200000000000005,7.3,0.7395589012519913,0.0,0.0
Quim Lecina,6.05,7.0,1.3435028842544405,0.0,0.0
Quim Pujol,,,,0.0,0.0
Quim del Rio,7.3,7.3,,0.0,0.0
Quim Àvila,7.1,7.1,,0.0,0.0
Quim-ze Grilo,4.4,4.4,,0.0,0.0
Quimbé,6.5,6.5,,0.0,0.0
Quimet Pla,,,,0.0,0.0
Quin Arbeitman,7.6,7.6,,0.0,0.0
Quin Campbell,,,,0.0,0.0
Quin Ellery,,,,0.0,0.0
Quin Gordon,6.8,6.8,,0.0,0.0
Quin Paladeni,,,,0.0,0.0
Quincey Alston,8.4,8.4,,0.0,0.0
Quincey Churchill,,,,0.0,0.0
Quincey Dames,6.5,6.5,,0.0,0.0
Quincey Davis-Toress,5.8,5.8,,0.0,0.0
Quincy Atkinson,4.4,4.4,,0.0,0.0
Quincy Bane,,,,0.0,0.0
Quincy Banga,,,,0.0,0.0
Quincy Barham,,,,0.0,0.0
Quincy Beard,,,,0.0,0.0
Quincy Bonds,5.8,5.8,,0.0,0.0
Quincy Booker,,,,0.0,0.0
Quincy Brooks,6.7,6.7,,0.0,0.0
Quincy Brown,5.95,7.2,1.2013880860626733,0.0,0.0
Quincy Carr,,,,0.0,0.0
Quincy Carrier,4.2,4.2,,0.0,0.0
Quincy Chad,5.6000000000000005,6.0,0.3999999999999997,0.0,0.0
Quincy Drews,,,,0.0,0.0
Quincy Dunn-Baker,5.033333333333333,5.9,1.2503332889007368,0.0,0.0
Quincy Fouse,8.1,8.1,,0.0,0.0
Quincy Frazer,4.7,4.7,,0.0,0.0
Quincy Gardner,,,,0.0,0.0
Quincy Giles,,,,0.0,0.0
Quincy Gonzales,,,,0.0,0.0
Quincy Harris,3.2,3.2,,0.0,0.0
Quincy Heath,,,,0.0,0.0
Quincy Hubbard,,,,0.0,0.0
Quincy Isaiah,,,,0.0,0.0
Quincy Johnson,4.7,4.7,,0.0,0.0
Quincy Jones,,,,0.0,0.0
Quincy Jones III,4.4,4.4,,0.0,0.0
Quincy Jones and the Global Gumbo All-Stars,,,,0.0,0.0
Quincy Kelly,,,,0.0,0.0
Quincy Mumford,7.7,7.7,,0.0,0.0
Quincy Ndekwe,4.0,4.0,,0.0,0.0
Quincy Newton,8.266666666666667,8.6,0.4163331998932269,0.0,0.0
Quincy Perkins,,,,0.0,0.0
Quincy Ponvert,,,,0.0,0.0
Quincy Reynolds,3.7,3.7,,0.0,0.0
Quincy Ricker,,,,0.0,0.0
Quincy Rose,5.7,7.9,1.9052558883257655,0.0,0.0
Quincy Starnes,,,,0.0,0.0
Quincy Tam,5.7,5.7,,0.0,0.0
Quincy Vicks,,,,0.0,0.0
Quincy Wandera,,,,0.0,0.0
Quincy Wells,,,,0.0,0.0
Quincy Williams,,,,0.0,0.0
Quincy Wong,5.5,5.5,,0.0,0.0
Quinell May,,,,0.0,0.0
Quinlan Carttar,,,,0.0,0.0
Quinlan Corbett,5.5,5.5,,0.0,0.0
Quinlin,4.3,4.3,,0.0,0.0
Quinn,,,,0.0,0.0
Quinn Aikele,,,,0.0,0.0
Quinn Allan,6.616666666666666,8.7,1.6773987798572723,0.0,0.0
Quinn Allman,6.6,6.6,,0.0,0.0
Quinn Andrew Fickes,,,,0.0,0.0
Quinn Angell,6.7,6.7,,0.0,0.0
Quinn Armstrong,,,,0.0,0.0
Quinn Bard,5.8,5.8,,0.0,0.0
Quinn Beswick,5.7,7.2,1.2675435561221031,0.0,0.0
Quinn Bezemer,,,,0.0,0.0
Quinn Birkholz,6.6,6.9,0.42426406871192857,0.0,0.0
Quinn Bozza,3.3,3.3,,0.0,0.0
Quinn Broggy,7.0,7.0,,0.0,0.0
Quinn Brownell,6.5,6.5,,0.0,0.0
Quinn Buniel,6.8,6.8,,0.0,0.0
Quinn Butterfield,5.7,5.7,,0.0,0.0
Quinn Campbell,,,,0.0,0.0
Quinn Carlson,5.4,5.4,,0.0,0.0
Quinn Ceceil,4.8,4.8,,0.0,0.0
Quinn Clark,,,,0.0,0.0
Quinn Colin,,,,0.0,0.0
Quinn Conley,,,,0.0,0.0
Quinn Cook,6.8,6.8,,0.0,0.0
Quinn Corcoran,4.0,4.2,0.2828427124746193,0.0,0.0
Quinn Daley,,,,0.0,0.0
Quinn Dougherty,5.9,5.9,,0.0,0.0
Quinn Duffy,4.725,6.1,0.9742518497116986,0.0,0.0
Quinn Eaker,7.2,7.2,,0.0,0.0
Quinn Early,,,,0.0,0.0
Quinn Fischman,3.2,3.2,,0.0,0.0
Quinn Fitzgerald,5.2,5.2,,0.0,0.0
Quinn Forde,,,,0.0,0.0
Quinn Frankel,,,,0.0,0.0
Quinn Friedman,5.9,5.9,,0.0,0.0
Quinn Gasaway,6.2,6.2,,0.0,0.0
Quinn Gilroy,,,,0.0,0.0
Quinn Gonzales,6.2,6.2,,0.0,0.0
Quinn Gould,3.4,3.4,,0.0,0.0
Quinn Grove,,,,0.0,0.0
Quinn Hawkins,5.85,6.0,0.2121320343559638,0.0,0.0
Quinn Heinze,5.7,5.7,,0.0,0.0
Quinn Helgason,,,,0.0,0.0
Quinn Hudson,,,,0.0,0.0
Quinn Hysni,,,,0.0,0.0
Quinn Jaxon,4.1000000000000005,4.9,1.385640646055102,0.0,0.0
Quinn Johnston,,,,0.0,0.0
Quinn K. Redeker,6.125,7.1,0.75922893215984,0.0,0.0
Quinn Kelsey,,,,0.0,0.0
Quinn Kidder,,,,0.0,0.0
Quinn Klaver,3.1,3.1,,0.0,0.0
Quinn Knox,6.433333333333334,7.4,1.4224392195567914,0.0,0.0
Quinn Larson,6.5,6.5,,0.0,0.0
Quinn Lavoie-Higgins,2.6,2.6,,0.0,0.0
Quinn Le Fevre,,,,0.0,0.0
Quinn Leifur,4.9,4.9,,0.0,0.0
Quinn Levandoski,,,,0.0,0.0
Quinn Liebling,5.4,5.4,,0.0,0.0
Quinn Ljoka,3.1,3.1,,0.0,0.0
Quinn Lord,5.685714285714285,6.7,0.6011892975000233,0.0,0.0
Quinn Lujan,4.8,5.0,0.2828427124746193,0.0,0.0
Quinn MacMaster,,,,0.0,0.0
Quinn Magnum,6.3,6.3,,0.0,0.0
Quinn McCann,2.7,2.7,,0.0,0.0
Quinn McDonald,,,,0.0,0.0
Quinn McPherson,,,,0.0,0.0
Quinn Meyers,4.6,4.6,,0.0,0.0
Quinn Moran,6.8,6.8,,0.0,0.0
Quinn Morrison,4.0,4.0,,0.0,0.0
Quinn Nehr,7.5,7.5,,0.0,0.0
Quinn Nutley,,,,0.0,0.0
Quinn Ojinnaka,,,,0.0,0.0
Quinn P. Smith,,,,0.0,0.0
Quinn Patrick,3.4,3.4,,0.0,0.0
Quinn Robles,,,,0.0,0.0
Quinn Schuyler,5.5,5.5,0.0,0.0,0.0
Quinn Scicluna,,,,0.0,0.0
Quinn Sharrow,2.1,2.1,,0.0,0.0
Quinn Sheehan,5.9,5.9,,0.0,0.0
Quinn Showell,3.5,3.5,,0.0,0.0
Quinn Sigsby,,,,0.0,0.0
Quinn Spilsbury,4.4,4.4,,0.0,0.0
Quinn Stahlman,3.6,3.6,,0.0,0.0
Quinn T. Faerber,7.5,7.5,,0.0,0.0
Quinn Topper Marcus,6.0,6.0,,0.0,0.0
Quinn Underwood,,,,0.0,0.0
Quinn Vibin,,,,0.0,0.0
Quinnisha Bell,,,,0.0,0.0
Quino,,,,0.0,0.0
Quino Piñero,5.9,5.9,,0.0,0.0
Quint Gabriel,4.8,4.8,,0.0,0.0
Quint Von Canon,3.5,3.5,,0.0,0.0
Quintan Mossey,,,,0.0,0.0
Quinten Boyles,,,,0.0,0.0
Quinten Brown,6.833333333333333,7.3,0.8082903768654757,0.0,0.0
Quinten Johnson,5.8,6.4,0.8717797887081353,0.0,0.0
Quinten Pool,4.6,4.6,,0.0,0.0
Quinten Schram,5.9,6.2,0.21602468994692878,0.0,0.0
Quinten Stoffin,3.2,3.2,,0.0,0.0
Quinten Suvee,,,,0.0,0.0
Quintero Aguiar,5.8,5.8,,0.0,0.0
Quintero Craig,,,,0.0,0.0
Quintin Acevedo,6.9,6.9,,0.0,0.0
Quintin Adams,,,,0.0,0.0
Quintin Alexander,,,,0.0,0.0
Quintin Alianza,6.35,6.8,0.6363961030678921,0.0,0.0
Quintin Bell,7.6,7.6,,0.0,0.0
Quintin Chambers,5.699999999999999,6.6,1.2727922061357857,0.0,0.0
Quintin Ellis,,,,0.0,0.0
Quintin Ellis Jr.,6.4,6.4,,0.0,0.0
Quintin García Alcocer,,,,0.0,0.0
Quintin Hicks,7.7,7.7,,0.0,0.0
Quintin Hunt,,,,0.0,0.0
Quintin Khaliff,2.7,2.7,,0.0,0.0
Quintin Mims,,,,0.0,0.0
Quintin Reyes,,,,0.0,0.0
Quintin Richardson,,,,0.0,0.0
Quintin Walker,5.3,5.3,,0.0,0.0
Quintin Wilde,,,,0.0,0.0
Quintin Zanetti,,,,0.0,0.0
Quintina Thomas Green,,,,0.0,0.0
Quintine Freeman,,,,0.0,0.0
Quintino Zaccardelli,6.2,6.2,,0.0,0.0
Quintion Madladla,,,,0.0,0.0
Quintis Ristie,6.6,6.6,,0.0,0.0
Quinto Gambi,6.5,6.5,,0.0,0.0
Quinto Marziale,5.0,5.0,,0.0,0.0
Quinto Parmeggiani,6.166666666666667,7.5,0.5766281297335398,0.0,0.0
Quinton 'Rampage' Jackson,4.177777777777778,6.7,1.145401433753444,0.0,0.0
Quinton Aaron,4.968181818181818,7.6,1.3653488525565505,0.0,0.0
Quinton Barr,7.35,7.4,0.07071067811865545,0.0,0.0
Quinton Baxter,8.5,8.5,,0.0,0.0
Quinton Blanche,,,,0.0,0.0
Quinton Boisclair,,,,0.0,0.0
Quinton Coleman,,,,0.0,0.0
Quinton D. Alexander Sr.,,,,0.0,0.0
Quinton Day,,,,0.0,0.0
Quinton Flynn,7.633333333333333,8.5,1.026320287889377,0.0,0.0
Quinton Gozza,7.8,7.8,,0.0,0.0
Quinton Graham,,,,0.0,0.0
Quinton Greene,6.9,6.9,,0.0,0.0
Quinton Guyton,6.1,6.1,,0.0,0.0
Quinton Heald,,,,0.0,0.0
Quinton Hita,5.699999999999999,5.8,0.14142135623730995,0.0,0.0
Quinton Hoover,6.8,6.8,,0.0,0.0
Quinton Horton,,,,0.0,0.0
Quinton Hosley,,,,0.0,0.0
Quinton J. Alexander,2.7,2.7,,0.0,0.0
Quinton Jacobs,4.8,4.8,,0.0,0.0
Quinton Jones,6.2,6.2,,0.0,0.0
Quinton Kappel,,,,0.0,0.0
Quinton Kennedy,,,,0.0,0.0
Quinton Lee,,,,0.0,0.0
Quinton Lloyd,,,,0.0,0.0
Quinton Long,4.4,4.4,,0.0,0.0
Quinton Lopez,6.9,6.9,,0.0,0.0
Quinton Lucyk,7.9,7.9,,0.0,0.0
Quinton Mozun,3.0,3.0,,0.0,0.0
Quinton Nash,,,,0.0,0.0
Quinton Robinson,,,,0.0,0.0
Quinton Samuels,7.1,7.1,,0.0,0.0
Quinton Tyler,,,,0.0,0.0
Quinton Washington,,,,0.0,0.0
Quinton White,3.9,3.9,,0.0,0.0
Quinton Wong,,,,0.0,0.0
Quintrel Branch,,,,0.0,0.0
Quintron,5.3,5.3,,0.0,0.0
Quintus Hummel,,,,0.0,0.0
Quintus Weerakoon,7.2,7.2,,0.0,0.0
Quintín Bulnes,5.5456521739130435,8.0,1.0817078105660574,0.0,0.0
Quionez Berry,,,,0.0,0.0
Quique,,,,0.0,0.0
Quique Aguilar,4.5,4.5,,0.0,0.0
Quique Alcatena,,,,0.0,0.0
Quique Bofill,5.1,5.1,,0.0,0.0
Quique Calabrese,3.6,3.6,,0.0,0.0
Quique Camoiras,4.572727272727272,6.3,0.9034278157007444,0.0,0.0
Quique Carreras,4.3,4.3,,0.0,0.0
Quique Fernández,6.333333333333333,6.9,0.8962886439832503,0.0,0.0
Quique Gago,6.1,6.1,,0.0,0.0
Quique Gayo,,,,0.0,0.0
Quique Lòpez,,,,0.0,0.0
Quique Maza,6.6,6.6,,0.0,0.0
Quique Mendoza,5.833333333333333,7.2,1.6502525059315414,0.0,0.0
Quique Navas,6.7,6.7,,0.0,0.0
Quique Niza,,,,0.0,0.0
Quique Rangel,4.3,4.3,,0.0,0.0
Quirin Agrippi,7.4,7.4,,0.0,0.0
Quirin Blendl,,,,0.0,0.0
Quirin Bäumler,,,,0.0,0.0
Quirin Oettl,5.45,5.7,0.20816659994661302,0.0,0.0
Quirino Rodrigues,,,,0.0,0.0
Quistona Glenn,,,,0.0,0.0
Quitan Han,5.8,5.8,,0.0,0.0
Quito Rayon Richter,,,,0.0,0.0
Quiton Person,4.4,4.4,,0.0,0.0
Quivaris Northcutt,,,,0.0,0.0
Qun Gao,6.699999999999999,7.3,0.8485281374238568,0.0,0.0
Qun Ma,5.8,5.8,,0.0,0.0
Qun Wang,5.733333333333333,7.1,1.089342309224546,0.0,0.0
Qun Xiang,7.8,7.8,,0.0,0.0
Qunber Ali,7.9,7.9,,0.0,0.0
Qunpei Luosang,7.0,7.0,,0.0,0.0
Qunshi Wang,,,,0.0,0.0
Qunshu Gao,5.85,7.5,1.4479871085982314,0.0,0.0
Quoc Anh,,,,0.0,0.0
Quoc Bao,4.85,5.5,0.919238815542512,0.0,0.0
Quoc Cuong,8.4,8.4,,0.0,0.0
Quoc Dung Nguyen,6.4,7.2,1.1313708498984762,0.0,0.0
Quoc Ha,,,,0.0,0.0
Quoc Huy,,,,0.0,0.0
Quoc Khanh,,,,0.0,0.0
Quoc Liem Nguyen,,,,0.0,0.0
Quoc Lieu,,,,0.0,0.0
Quoc Thai Truong Minh,7.4,7.4,,0.0,0.0
Quoc Thuan,4.7,4.7,,0.0,0.0
Quoc Tri,,,,0.0,0.0
Quoc Trong Tran,8.0,8.0,,0.0,0.0
Quoc Trung Do,7.9,7.9,,0.0,0.0
Quoc Truong,4.8,4.8,,0.0,0.0
Quoc Tuan,8.0,8.0,,0.0,0.0
Quoc Viet Mai,6.2,6.2,,0.0,0.0
Quonicus Jones,7.8,7.8,,0.0,0.0
Quoshay Thorton,,,,0.0,0.0
Quotidian Adam,,,,0.0,0.0
Quran Pender,3.8,3.8,,0.0,0.0
Qurban Ismayilov,,,,0.0,0.0
Qurban Jilani,6.8,6.8,,0.0,0.0
Qurban Masimov,5.9,5.9,,0.0,0.0
Qurban Sabir,,,,0.0,0.0
Quron Keith,4.2,4.2,,0.0,0.0
Qusai 'Don Legend' Kheder,,,,0.0,0.0
Qussai Sultan,3.0,3.0,,0.0,0.0
Qutaiba Abdelhaq,8.2,8.2,,0.0,0.0
Quy Binh,5.449999999999999,5.8,0.49497474683058307,0.0,0.0
Quy Nguyen,,,,0.0,0.0
Quyen Loc,7.0,7.0,,0.0,0.0
Quynh Chi Nguyen,6.8,6.8,,0.0,0.0
Quynh Van,8.0,8.0,,0.0,0.0
Quôc Hùng,7.2,7.2,,0.0,0.0
Quôc-Tuân,,,,0.0,0.0
Qwasi Blay Jr.,,,,0.0,0.0
Qwen Eke,,,,0.0,0.0
Qwenga Cole,,,,0.0,0.0
Qzaibar Allal,5.4,5.4,,0.0,0.0
Qztuez,,,,0.0,0.0
Qönca Agabayli,7.5,7.5,,0.0,0.0
R . Siddharth,,,,0.0,0.0
R Austin Ball,,,,0.0,0.0
R Balki,,,,0.0,0.0
R E Pitchford,,,,0.0,0.0
R F Manik Chand,7.3,7.3,,0.0,0.0
R Giri,,,,0.0,0.0
R K,,,,0.0,0.0
R K Yadav,,,,0.0,0.0
R Nixon,,,,0.0,0.0
R Scott Hoffman,5.1,5.1,,0.0,0.0
R-jay Falisong,,,,0.0,0.0
R. Abbasov,6.0,6.0,,0.0,0.0
R. Adam Chambers,4.9,4.9,,0.0,0.0
R. Adi Bagus,7.2,7.2,,0.0,0.0
R. Akchurin,7.6,7.6,,0.0,0.0
R. Al-Shahir,8.0,8.0,,0.0,0.0
R. Alex Murray,,,,0.0,0.0
R. Amarendran,6.5,6.5,,0.0,0.0
R. Amirov,5.4,5.4,,0.0,0.0
R. Anthony Martinez,,,,0.0,0.0
R. Aravindraj,7.2,7.2,,0.0,0.0
R. Arvind,6.3,6.3,,0.0,0.0
R. Avazov,,,,0.0,0.0
R. Avinyan,8.6,8.6,,0.0,0.0
R. Balaji,,,,0.0,0.0
R. Balasaraswathi,,,,0.0,0.0
R. Balasubramaniam,6.6,6.6,,0.0,0.0
R. Balasubramanian,8.3,8.3,,0.0,0.0
R. Balasubramanyam,7.3,7.3,,0.0,0.0
R. Battogtoh,6.0,6.0,,0.0,0.0
R. Bektashyan,8.6,8.6,,0.0,0.0
R. Benito Cardenas,7.25,7.6,0.49497474683058273,0.0,0.0
R. Bobby Persad,4.2,4.2,,0.0,0.0
R. Bonadonna,,,,0.0,0.0
R. Bove,5.6,5.6,,0.0,0.0
R. Brandon Johnson,5.475,8.2,1.842778698957998,0.0,0.0
R. Brent Clements,6.8,6.8,,0.0,0.0
R. Brent Jensen,4.9,4.9,,0.0,0.0
R. Bruce Elder,7.0,7.0,,0.0,0.0
R. Bruce Elliott,6.616666666666667,7.6,0.6400520812142294,0.0,0.0
R. Burkhart,5.4,5.4,,0.0,0.0
R. Cameron Friday,1.9,1.9,,0.0,0.0
R. Cameron Gordon,4.0,4.6,0.848528137423857,0.0,0.0
R. Casatti,5.6,5.6,,0.0,0.0
R. Chachanidze,7.7,7.7,,0.0,0.0
R. Chaeruli,7.5,7.5,,0.0,0.0
R. Chamy,,,,0.0,0.0
R. Chelidze,5.2,5.2,,0.0,0.0
R. Chichuya,5.4,5.4,,0.0,0.0
R. Craig Costin,6.5,6.5,,0.0,0.0
R. Dabagov,7.3,7.3,,0.0,0.0
R. Dana Browne,7.4,7.4,,0.0,0.0
R. Daniel Long,4.45,5.3,1.2020815280171306,0.0,0.0
R. Daniel Walker,,,,0.0,0.0
R. David Burns,,,,0.0,0.0
R. David Smith,3.9,3.9,,0.0,0.0
R. Delport,5.5,5.5,,0.0,0.0
R. Dilip,5.0,5.0,,0.0,0.0
R. Doug Sapp,7.7,7.7,,0.0,0.0
R. Douglas Brautingham,5.7,5.7,,0.0,0.0
R. Douglass Mahaffey,5.6,5.6,,0.0,0.0
R. Drew Smith,7.5,7.5,,0.0,0.0
R. Dustin Sanchez,7.1,7.6,0.7071067811865476,0.0,0.0
R. Erfani,,,,0.0,0.0
R. Eric Braun,5.55,6.6,1.4849242404917495,0.0,0.0
R. Erich Hoffelder,7.7,7.7,,0.0,0.0
R. Eubank,,,,0.0,0.0
R. Franklin,,,,0.0,0.0
R. Fredel,5.2,5.2,,0.0,0.0
R. Gazzayev,7.3,7.3,,0.0,0.0
R. Gevorkyan,,,,0.0,0.0
R. Ghazaryan,3.6,3.6,,0.0,0.0
R. Ghevondyan,8.6,8.6,,0.0,0.0
R. Hamilton Wright,5.7,5.7,0.0,0.0,0.0
R. Herman,5.1,5.1,,0.0,0.0
R. Hobrüdeer,,,,0.0,0.0
R. Hustle 500,,,,0.0,0.0
R. Itai,,,,0.0,0.0
R. Jaafar,7.585714285714286,8.8,1.0270160197201914,0.0,0.0
R. Jabbarova,6.9,6.9,,0.0,0.0
R. Jay Maghill,,,,0.0,0.0
R. John D II,7.0,7.0,,0.0,0.0
R. Kan Albay,5.544444444444444,7.7,1.0560671274960594,0.0,0.0
R. Kandelaki,7.0,7.0,,0.0,0.0
R. Keith Harris,5.7555555555555555,7.8,1.216659951633363,0.0,0.0
R. Keith Sewell,,,,0.0,0.0
R. Keith Wilson,5.1,6.9,2.545584412271572,0.0,0.0
R. Kenneth Wade,2.9,2.9,,0.0,0.0
R. Khachatryan,4.5,4.5,,0.0,0.0
R. Kirky,,,,0.0,0.0
R. Kline,2.4,2.4,,0.0,0.0
R. Krishnamoorthy,4.8,4.8,,0.0,0.0
R. Kuchmazokov,7.2,7.2,,0.0,0.0
R. Kurbanov,6.8,6.8,,0.0,0.0
R. Kutscher,,,,0.0,0.0
R. Laldinpuia,,,,0.0,0.0
R. Lance Puckett,,,,0.0,0.0
R. Lawrence,,,,0.0,0.0
R. Lee Ermey,5.794736842105263,8.2,1.1375524623295052,0.0,0.0
R. Lewis Blake,4.7,4.7,,0.0,0.0
R. Lewis Morrison,7.3,7.3,,0.0,0.0
R. Louis Smith,8.2,8.2,,0.0,0.0
R. Luta,7.3,7.3,,0.0,0.0
R. Machaidze,5.8,5.8,,0.0,0.0
R. Mamporia,5.1,5.1,,0.0,0.0
R. Manley Lucas,,,,0.0,0.0
R. Marcus Taylor,6.366666666666667,7.8,1.9857828011475307,0.0,0.0
R. Martin Klein,4.55,5.7,1.161895003862225,0.0,0.0
R. McCall Jones,1.8,1.8,,0.0,0.0
R. Michael Caincross,5.7,5.7,,0.0,0.0
